time_bucket_utc,mid_usd,bid_usd,ask_usd
2026-03-21 14:00:00+00:00,70859.7398851922,70580.03180575033,71065.892
2026-03-21 15:00:00+00:00,70622.06758401175,70454.563,70747.74
2026-03-21 16:00:00+00:00,70474.33732117013,70241.00545,70642.63
2026-03-21 17:00:00+00:00,70327.16624129328,70198.77943042593,70411.71651205597
2026-03-21 18:00:00+00:00,70391.26242582484,70282.9641,70512.12
2026-03-21 19:00:00+00:00,70379.04844121555,70306.09245926392,70433.521
2026-03-21 20:00:00+00:00,70419.80014651094,70342.13,70491.25805324317
2026-03-21 21:00:00+00:00,70368.12868903302,70254.54197430215,70499.43716
2026-03-21 22:00:00+00:00,70296.87659228043,70254.97516,70367.231
2026-03-21 23:00:00+00:00,69965.35190000391,68592.353557715,70278.97741420443
2026-03-22 00:00:00+00:00,68858.58413953644,68238.88272427232,69132.02106737219
2026-03-22 01:00:00+00:00,68954.35818583888,68757.74,69085.25429
2026-03-22 02:00:00+00:00,69149.8007661276,68939.04077713042,69396.2979804133
2026-03-22 03:00:00+00:00,69312.53195918171,69115.77175054608,69574.02
2026-03-22 04:00:00+00:00,69339.43047436481,69203.06820317984,69513.85
2026-03-22 05:00:00+00:00,69203.5156643296,69137.70233722178,69351.55489
2026-03-22 06:00:00+00:00,69150.15663863502,69055.10542,69227.7939
2026-03-22 07:00:00+00:00,69097.24893319163,68884.538,69234.96
2026-03-22 08:00:00+00:00,68779.85530588361,68557.12891,68972.21950423218
2026-03-22 09:00:00+00:00,68760.4626048777,68576.6235454867,68877.13957013666
2026-03-22 10:00:00+00:00,68686.72179059668,68577.67513,68833.84096217738
2026-03-22 11:00:00+00:00,68478.9353192611,68147.61280563202,68676.86061932893
2026-03-22 12:00:00+00:00,68506.49606892752,68187.04817,68738.74057325257
2026-03-22 13:00:00+00:00,68737.61191974489,68542.96307270972,68930.5636235968
2026-03-22 14:00:00+00:00,68755.04381362908,68539.1,68904.77097866122
2026-03-22 15:00:00+00:00,68830.09128224557,68707.89417,68980.08
2026-03-22 16:00:00+00:00,68771.22249717182,68666.6200006166,68876.651
2026-03-22 17:00:00+00:00,68766.13723474441,68673.927,68851.17175438908
2026-03-22 18:00:00+00:00,68612.23392057163,68358.89882969484,68741.88
2026-03-22 19:00:00+00:00,68354.42238896606,68142.4815500965,68622.91636170553
2026-03-22 20:00:00+00:00,68300.20949894894,68094.72911163291,68491.14
2026-03-22 21:00:00+00:00,67796.48403073575,67351.6013733131,68222.32694950595
2026-03-22 22:00:00+00:00,68109.46147166229,67568.08926042609,68380.99032090908
2026-03-22 23:00:00+00:00,68120.05127797772,67825.95051734685,68448.26376191847
2026-03-23 00:00:00+00:00,67835.58672331201,67437.5182850061,68143.19981335204
2026-03-23 01:00:00+00:00,67949.05249994509,67533.5910372257,68141.18322996817
2026-03-23 02:00:00+00:00,68104.43013293574,67790.4995,68381.20095
2026-03-23 03:00:00+00:00,68226.2989977921,68048.79994134905,68566.61
2026-03-23 04:00:00+00:00,68241.23187366895,68043.44886756253,68528.11130547563
2026-03-23 05:00:00+00:00,68693.48166091178,68524.06886281817,68883.95861582263
2026-03-23 06:00:00+00:00,68331.2711911949,67697.47769551819,68882.78615818145
2026-03-23 07:00:00+00:00,68002.68134705375,67496.117,68437.76516341916
2026-03-23 08:00:00+00:00,68487.46309312848,68297.03487,68669.90950328734
2026-03-23 09:00:00+00:00,68199.02186794189,67896.87567616686,68444.03468651338
2026-03-23 10:00:00+00:00,68452.41275296606,68277.36954,68694.65
2026-03-23 11:00:00+00:00,70461.53393167291,68525.66972,71457.66506038481
2026-03-23 12:00:00+00:00,70329.21290488653,69662.52269938905,70850.25655611804
2026-03-23 13:00:00+00:00,70930.74024044114,70580.22803382005,71562.29766
2026-03-23 14:00:00+00:00,71433.46945987498,71115.39107923741,71793.24376720382
2026-03-23 15:00:00+00:00,70952.71883460246,70092.51,71645.0905
2026-03-23 16:00:00+00:00,70397.4940257034,70107.24079090785,70731.47111281993
2026-03-23 17:00:00+00:00,70743.12330808165,70347.47251712748,71101.94784119718
2026-03-23 18:00:00+00:00,71015.17409128977,70862.176895,71169.89493905549
2026-03-23 19:00:00+00:00,70917.79834878122,70637.92872437219,71225.28283380752
2026-03-23 20:00:00+00:00,70795.40344035153,70549.50401579725,70967.352
2026-03-23 21:00:00+00:00,70897.1940725282,70810.53932324919,70981.32794260014
2026-03-23 22:00:00+00:00,70667.49778755692,70501.75438615201,70880.86937506021
2026-03-23 23:00:00+00:00,70664.90684129765,70390.8288914672,70962.48950137288
2026-03-24 00:00:00+00:00,70725.85973374161,70407.28095950562,71072.76102076625
2026-03-24 01:00:00+00:00,70595.62150265237,70281.5624,70858.5329236566
2026-03-24 02:00:00+00:00,70504.0540662615,70346.62403075393,70675.358
2026-03-24 03:00:00+00:00,70471.63806126037,70378.94080174786,70563.943
2026-03-24 04:00:00+00:00,70463.73093004929,70237.22665154174,70710.149
2026-03-24 05:00:00+00:00,70225.3220680492,70099.2279214954,70355.80115311794
2026-03-24 06:00:00+00:00,70395.8489503971,70231.68649503378,70546.746205
2026-03-24 07:00:00+00:00,70859.69922212702,70464.98,71382.40699131083
2026-03-24 08:00:00+00:00,71007.92058513609,70839.27207,71323.53269290667
2026-03-24 09:00:00+00:00,71051.64560876743,70829.68688487768,71343.52
2026-03-24 10:00:00+00:00,71194.09630929821,71070.20309,71309.43
2026-03-24 11:00:00+00:00,71109.53759373295,70941.28586,71299.554
2026-03-24 12:00:00+00:00,70981.34719363776,70842.21536049909,71156.53
2026-03-24 13:00:00+00:00,70568.7185390819,69972.36562212478,71044.95928243836
2026-03-24 14:00:00+00:00,69946.74690077576,69486.00851086661,70442.83710293105
2026-03-24 15:00:00+00:00,69998.12751031603,69748.93768837779,70226.95636886553
2026-03-24 16:00:00+00:00,69696.02690446303,69354.70415319594,69975.19564302363
2026-03-24 17:00:00+00:00,69149.47768050186,68905.58741449154,69487.21081933845
2026-03-24 18:00:00+00:00,69399.41746129413,69142.83947055881,69709.45
2026-03-24 19:00:00+00:00,69453.34351471179,69255.21260805099,69667.51709
2026-03-24 20:00:00+00:00,69779.18622248093,69256.01512114516,70250.74318935223
2026-03-24 21:00:00+00:00,70093.92141047247,69869.00746,70364.72
2026-03-24 22:00:00+00:00,70316.2756497009,70115.35337,70550.81532
2026-03-24 23:00:00+00:00,70559.10519020421,70240.68869,70801.386
2026-03-25 00:00:00+00:00,70717.61206535193,70457.47926162736,71009.38
2026-03-25 01:00:00+00:00,70735.52422916323,70605.71196105977,70946.25741671541
2026-03-25 02:00:00+00:00,70598.50063687033,70465.84459389545,70736.04997456932
2026-03-25 03:00:00+00:00,70579.81628334011,70381.9074249793,70773.79186036035
2026-03-25 04:00:00+00:00,70775.2254572138,70670.25,70943.961765
2026-03-25 05:00:00+00:00,71123.02464176177,70911.634,71316.87
2026-03-25 06:00:00+00:00,71133.22929558104,70967.81823497161,71238.21069521687
2026-03-25 07:00:00+00:00,71048.7383175899,70873.07030260033,71245.02
2026-03-25 08:00:00+00:00,71144.20689733043,70777.452,71476.75983
2026-03-25 09:00:00+00:00,71258.55184481051,71083.87948937522,71400.93872167173
2026-03-25 10:00:00+00:00,71412.22839967994,71280.137955,71586.7287440981
2026-03-25 11:00:00+00:00,71682.09114572436,71454.79821173243,72012.76113682707
2026-03-25 12:00:00+00:00,71476.68068608112,71111.64441686495,71920.60927256446
2026-03-25 13:00:00+00:00,71704.6776165626,71503.00704723499,71940.68952349701
2026-03-25 14:00:00+00:00,71400.73630835263,71212.398,71671.78036050513
2026-03-25 15:00:00+00:00,70914.03785624394,70557.50953,71288.08663841171
2026-03-25 16:00:00+00:00,71189.93808318504,70720.93108885495,71713.99054124687
2026-03-25 17:00:00+00:00,71004.82329846632,70700.84399,71372.38
2026-03-25 18:00:00+00:00,70890.80123468529,70687.90507,71111.75183627833
2026-03-25 19:00:00+00:00,70880.85141186413,70749.29930823662,71063.27948
2026-03-25 20:00:00+00:00,70796.49429887642,70619.233,71032.17388710656
2026-03-25 21:00:00+00:00,71009.57204611311,70924.00807284795,71148.06
2026-03-25 22:00:00+00:00,71143.58589349856,70923.29919167877,71506.1156004597
2026-03-25 23:00:00+00:00,71302.32414598556,71159.887,71410.87010016295
2026-03-26 00:00:00+00:00,71275.55843757195,71116.1328,71409.99031536753
2026-03-26 01:00:00+00:00,71246.37527748791,71134.69325,71347.5730629111
2026-03-26 02:00:00+00:00,70934.90341031399,70658.24816928022,71262.66421423291
2026-03-26 03:00:00+00:00,70812.00595556987,70657.56348838733,70940.91208
2026-03-26 04:00:00+00:00,70797.00316357113,70686.36906651783,70880.99601630079
2026-03-26 05:00:00+00:00,70453.43723521207,69925.73647695004,70766.84711664304
2026-03-26 06:00:00+00:00,70004.1163131636,69824.11859486654,70118.22855726088
2026-03-26 07:00:00+00:00,70016.56794008346,69784.892,70135.15400300131
2026-03-26 08:00:00+00:00,69914.8161288206,69775.79786972489,70100.12838
2026-03-26 09:00:00+00:00,69745.08324147112,69376.63359477159,70109.58736669389
2026-03-26 10:00:00+00:00,69553.47973421466,69432.84113206157,69671.60001
2026-03-26 11:00:00+00:00,69416.67493270477,69165.70971661594,69624.22213448936
2026-03-26 12:00:00+00:00,69340.10327007344,69201.2,69433.55708
2026-03-26 13:00:00+00:00,69459.43115884243,69193.23569,69837.03728357329
2026-03-26 14:00:00+00:00,69549.25238917617,69225.29,69794.77799222192
2026-03-26 15:00:00+00:00,69041.4396878882,68676.482,69459.91617052737
2026-03-26 16:00:00+00:00,68908.77888521738,68789.94619778264,69048.64010186486
2026-03-26 17:00:00+00:00,68895.40416222108,68378.64500227154,69116.79273939035
2026-03-26 18:00:00+00:00,68325.27894262211,68112.58572010652,68562.61381
2026-03-26 19:00:00+00:00,68477.37101966028,68310.08,68631.47525460945
2026-03-26 20:00:00+00:00,68982.9115016836,68399.28655,69361.22998165367
2026-03-26 21:00:00+00:00,68946.35707386321,68831.05538677699,69135.15257566515
2026-03-26 22:00:00+00:00,68814.2665333981,68578.82218110508,68985.67312
2026-03-26 23:00:00+00:00,68754.81054510991,68594.73,68942.07846705317
2026-03-27 00:00:00+00:00,68732.2619652351,68492.02526268938,68920.47292231192
2026-03-27 01:00:00+00:00,68842.65470308407,68654.41399529237,69019.09
2026-03-27 02:00:00+00:00,68958.42370008596,68824.85424,69129.99358544486
2026-03-27 03:00:00+00:00,68779.35662829294,68636.47068046285,68881.204739309
2026-03-27 04:00:00+00:00,68497.0549445324,68264.13897063766,68748.97669
2026-03-27 05:00:00+00:00,68601.60814795543,68470.6788064261,68819.95635
2026-03-27 06:00:00+00:00,68678.54962777546,68526.608847292,68798.51520567073
2026-03-27 07:00:00+00:00,68681.23560131792,68413.1191568194,68914.52141737253
2026-03-27 08:00:00+00:00,68146.65130960928,67578.10909,68584.27176540297
2026-03-27 09:00:00+00:00,67766.9276165825,67516.24629613404,67904.01043
2026-03-27 10:00:00+00:00,67336.22405535275,66328.52777367925,67732.63008273997
2026-03-27 11:00:00+00:00,66618.02522662378,66222.492,66815.75337094344
2026-03-27 12:00:00+00:00,66583.99784819009,66403.2,66741.01606
2026-03-27 13:00:00+00:00,66465.55449643303,66007.6769,66698.79914
2026-03-27 14:00:00+00:00,66006.89956690889,65685.66370642993,66362.31292906831
2026-03-27 15:00:00+00:00,66231.38347837832,65920.25496691442,66593.24406
2026-03-27 16:00:00+00:00,65905.53827502714,65769.7406496215,66121.09065952737
2026-03-27 17:00:00+00:00,65871.14507009227,65560.973,66235.5511
2026-03-27 18:00:00+00:00,65723.64354185681,65521.33917444782,65900.58751786897
2026-03-27 19:00:00+00:00,65842.6818141634,65650.13148582289,66087.74671482382
2026-03-27 20:00:00+00:00,65937.14725950353,65769.51,66100.26298591695
2026-03-27 21:00:00+00:00,66061.50084513202,65957.91,66125.51
2026-03-27 22:00:00+00:00,65961.61312265138,65866.57122347258,66039.58177677677
2026-03-27 23:00:00+00:00,66135.72348607086,65923.41608,66365.3813
2026-03-28 00:00:00+00:00,66368.20515022962,66245.32587200905,66470.68136
2026-03-28 01:00:00+00:00,66170.7757039345,66015.37687179184,66386.86673
2026-03-28 02:00:00+00:00,66038.90005017197,65891.37379578015,66204.4802212126
2026-03-28 03:00:00+00:00,66126.74543489415,66006.74396,66197.03
2026-03-28 04:00:00+00:00,66195.93451338985,66071.85642475274,66259.44621
2026-03-28 05:00:00+00:00,66260.20082697527,66160.80665377283,66335.54227453962
2026-03-28 06:00:00+00:00,66367.16422322717,66261.48,66446.70447566245
2026-03-28 07:00:00+00:00,66408.38283606218,66337.15,66524.63174775506
2026-03-28 08:00:00+00:00,66447.24777665387,66350.08260280693,66517.64688134954
2026-03-28 09:00:00+00:00,66287.70595834582,66198.92,66367.6946
2026-03-28 10:00:00+00:00,66206.67655039912,66086.92,66370.63712
2026-03-28 11:00:00+00:00,66246.17091860971,66160.66018901195,66311.82330303153
2026-03-28 12:00:00+00:00,66349.04324806543,66195.270565123,66479.00701
2026-03-28 13:00:00+00:00,66588.9395616655,66366.95,67083.32
2026-03-28 14:00:00+00:00,66763.72608443724,66626.40054,66911.63920247073
2026-03-28 15:00:00+00:00,66939.84001141251,66673.0576827172,67244.41778246633
2026-03-28 16:00:00+00:00,66943.91687967374,66805.86322213046,67048.2832790162
2026-03-28 17:00:00+00:00,66805.86308564985,66660.1293679442,66944.85673
2026-03-28 18:00:00+00:00,66860.1736607776,66786.86044031255,66906.42888
2026-03-28 19:00:00+00:00,66824.36288428852,66756.56,66908.38319
2026-03-28 20:00:00+00:00,66905.99480357958,66853.716,66961.14908
2026-03-28 21:00:00+00:00,66771.48531944529,66554.25428235343,66879.34
2026-03-28 22:00:00+00:00,66670.01156976343,66547.92,66737.24
2026-03-28 23:00:00+00:00,66397.41059122371,66234.01106,66700.36162
2026-03-29 00:00:00+00:00,66371.37015906283,66239.83665782188,66452.9974769276
2026-03-29 01:00:00+00:00,66469.98218348829,66334.14944788642,66572.27729
2026-03-29 02:00:00+00:00,66607.18339360568,66487.92520941368,66786.56351
2026-03-29 03:00:00+00:00,66858.49635866398,66706.5413805733,67061.8867135167
2026-03-29 04:00:00+00:00,66779.11131202415,66664.7341932654,66885.31231349183
2026-03-29 05:00:00+00:00,66642.07750696085,66548.44726816656,66758.17151184706
2026-03-29 06:00:00+00:00,66700.55521229382,66585.11849,66819.09294
2026-03-29 07:00:00+00:00,66590.91307820463,66501.7729284002,66693.97805792384
2026-03-29 08:00:00+00:00,66642.46464250912,66548.6170639228,66720.8
2026-03-29 09:00:00+00:00,66593.2655429307,66496.04571,66720.36
2026-03-29 10:00:00+00:00,66467.37622297861,66368.05996,66576.64268147302
2026-03-29 11:00:00+00:00,66744.64662996033,66453.68248,66909.76953392384
2026-03-29 12:00:00+00:00,66737.95120270461,66652.08,66816.43795717158
2026-03-29 13:00:00+00:00,66601.2680089097,66476.67753,66815.00689461855
2026-03-29 14:00:00+00:00,66515.96108274058,66412.03523600363,66735.97718175645
2026-03-29 15:00:00+00:00,66455.95447789527,66279.82880640592,66665.506
2026-03-29 16:00:00+00:00,66484.60507347906,66382.74,66605.23787
2026-03-29 17:00:00+00:00,66313.71466367609,66123.58296776435,66485.40516073046
2026-03-29 18:00:00+00:00,66360.50926986268,66267.84,66478.434579192
2026-03-29 19:00:00+00:00,66355.65983505927,66273.83170025048,66428.2004696358
2026-03-29 20:00:00+00:00,66528.98513539867,66292.78,66732.22
2026-03-29 21:00:00+00:00,66578.07572219352,66457.21295219983,66701.47366254947
2026-03-29 22:00:00+00:00,66040.33369750802,64963.13171,66658.77649
2026-03-29 23:00:00+00:00,65992.69230847817,65805.75784,66310.758
2026-03-30 00:00:00+00:00,66222.52394113116,65750.5,66973.64518
2026-03-30 01:00:00+00:00,66507.30636319595,66223.89161046682,66767.42
2026-03-30 02:00:00+00:00,66782.3663515992,66522.33846,67369.12
2026-03-30 03:00:00+00:00,67081.35406675239,66921.515345,67250.65127910902
2026-03-30 04:00:00+00:00,67383.16656599645,67103.98,67581.21725297376
2026-03-30 05:00:00+00:00,67547.40004407197,67388.86,67737.29558
2026-03-30 06:00:00+00:00,67331.34242077725,67222.53,67524.08563
2026-03-30 07:00:00+00:00,67324.0588728769,67176.10295980824,67565.725
2026-03-30 08:00:00+00:00,67714.41570956133,67549.01079187437,67866.64784509568
2026-03-30 09:00:00+00:00,67505.45864859,67403.08,67643.49216289876
2026-03-30 10:00:00+00:00,67387.96283630922,67305.43674447284,67460.37475060037
2026-03-30 11:00:00+00:00,67547.59217258918,67430.52828168178,67885.7370364847
2026-03-30 12:00:00+00:00,67814.22125376388,67608.8684309533,67924.23
2026-03-30 13:00:00+00:00,67805.30765268594,67400.069,68095.28229370821
2026-03-30 14:00:00+00:00,67391.27380645828,67042.72993547368,67810.28562
2026-03-30 15:00:00+00:00,67608.05522743704,67372.33,67844.26990485222
2026-03-30 16:00:00+00:00,67344.84772113069,67185.0184173947,67593.14605304766
2026-03-30 17:00:00+00:00,66943.03355510622,66600.12658,67415.64698
2026-03-30 18:00:00+00:00,66672.46139486904,66458.21,66867.31350772288
2026-03-30 19:00:00+00:00,66354.22364645076,66177.86071857906,66609.08841917799
2026-03-30 20:00:00+00:00,66568.77602628454,66470.47420773003,66626.46
2026-03-30 21:00:00+00:00,66771.43734848249,66541.63919123371,66935.926
2026-03-30 22:00:00+00:00,66752.20173337423,66634.17696,66935.12004208718
2026-03-30 23:00:00+00:00,66602.30224234673,66362.12,66737.66006000107
2026-03-31 00:00:00+00:00,66786.21109998973,66489.79591114592,67244.39638
2026-03-31 01:00:00+00:00,67625.18497167836,66996.76015937567,68334.23219981595
2026-03-31 02:00:00+00:00,67910.70393843322,67719.66774011553,68038.869
2026-03-31 03:00:00+00:00,67761.95549332436,67593.23284158132,67952.11694506278
2026-03-31 04:00:00+00:00,67593.1953948225,67462.29,67812.68
2026-03-31 05:00:00+00:00,67550.51538378438,67345.43,67714.72909330683
2026-03-31 06:00:00+00:00,67422.91285047587,67278.29,67652.57447516847
2026-03-31 07:00:00+00:00,67271.7077618516,67048.64032362777,67468.4459
2026-03-31 08:00:00+00:00,67118.94004652508,66632.55,67436.55411043279
2026-03-31 09:00:00+00:00,66460.03255929274,65932.16238711214,66841.13366852951
2026-03-31 10:00:00+00:00,66277.98616304174,66038.23,66408.40068086848
2026-03-31 11:00:00+00:00,66535.5059627869,66185.04196859722,66817.26607
2026-03-31 12:00:00+00:00,66678.99836888272,66467.38423335282,66876.51999395924
2026-03-31 13:00:00+00:00,66883.77584266814,66595.0456812553,67356.61679754256
2026-03-31 14:00:00+00:00,67216.2732892521,66384.49082392384,67698.11473410607
2026-03-31 15:00:00+00:00,66942.8555310476,66526.47594294659,67225.9884413369
2026-03-31 16:00:00+00:00,67178.56776764325,66674.66632717484,67946.90652457482
2026-03-31 17:00:00+00:00,67817.6620076498,67352.648,68517.989
2026-03-31 18:00:00+00:00,67700.59526248302,67463.725,67881.28836849048
2026-03-31 19:00:00+00:00,67829.19899366074,67657.76019569483,67965.2
2026-03-31 20:00:00+00:00,67998.99801081698,67776.49943210295,68207.09995512565
2026-03-31 21:00:00+00:00,68040.1225907306,67824.64,68342.08466509945
2026-03-31 22:00:00+00:00,68099.9035461194,67920.58753318679,68283.32
2026-03-31 23:00:00+00:00,68199.46054380016,68029.06511408174,68307.36373773092
2026-04-01 00:00:00+00:00,68035.09721781156,67815.21992307159,68266.9316585375
2026-04-01 01:00:00+00:00,67993.83382116495,67721.91481369633,68300.35881172377
2026-04-01 02:00:00+00:00,67682.3402397573,67539.01818328007,67854.46551867554
2026-04-01 03:00:00+00:00,67941.19865730453,67610.882,68184.04797005714
2026-04-01 04:00:00+00:00,68130.8328756791,67972.69966767685,68396.51136476935
2026-04-01 05:00:00+00:00,68388.53736285768,68103.07360375984,68688.82514
2026-04-01 06:00:00+00:00,68808.75079765506,68400.24206791607,69186.69
2026-04-01 07:00:00+00:00,68927.36504575993,68642.82239863391,69238.51325
2026-04-01 08:00:00+00:00,68657.15115524911,68439.02427,68821.5
2026-04-01 09:00:00+00:00,68526.64269122624,68363.20596,68702.66
2026-04-01 10:00:00+00:00,68520.44211512074,68391.3,68638.95
2026-04-01 11:00:00+00:00,68580.4792617387,68484.41833713895,68712.59825654562
2026-04-01 12:00:00+00:00,68481.21520038969,68249.00055685299,68700.81115947574
2026-04-01 13:00:00+00:00,68311.04417524973,67911.49943,68644.70678
2026-04-01 14:00:00+00:00,68348.84087209826,68037.542,68654.5761555527
2026-04-01 15:00:00+00:00,68687.07207739864,68406.53265871175,68939.73699695888
2026-04-01 16:00:00+00:00,68796.3385782796,68593.56234,68969.55708026345
2026-04-01 17:00:00+00:00,68563.2283718112,68228.42178447572,69147.13931944342
2026-04-01 18:00:00+00:00,68094.7437761245,67930.56382582453,68301.09482591004
2026-04-01 19:00:00+00:00,68141.67649738517,68013.3190570134,68269.52017751617
2026-04-01 20:00:00+00:00,68108.25451570604,67954.87991,68235.16795301688
2026-04-01 21:00:00+00:00,68339.5155029856,68162.83918482046,68519.1365038285
2026-04-01 22:00:00+00:00,68190.6897434066,68064.1500488598,68357.71
2026-04-01 23:00:00+00:00,68131.30511007452,67987.85151045596,68245.04
2026-04-02 00:00:00+00:00,68295.1628679362,68043.57384,68641.36768673596
2026-04-02 01:00:00+00:00,67581.32146243057,67045.99338477681,68591.34
2026-04-02 02:00:00+00:00,66952.46177745127,66637.69,67350.40772624183
2026-04-02 03:00:00+00:00,66745.10109009688,66495.34852530561,66957.4962693292
2026-04-02 04:00:00+00:00,66426.28538621974,66224.4293467591,66642.84873659787
2026-04-02 05:00:00+00:00,66449.90047751137,66300.31216721139,66629.55779933085
2026-04-02 06:00:00+00:00,66619.18605869365,66539.15171,66805.2142018738
2026-04-02 07:00:00+00:00,66741.29909412243,66547.908,66918.83710278061
2026-04-02 08:00:00+00:00,66632.3061758228,66420.05896199023,66910.28573838998
2026-04-02 09:00:00+00:00,66409.74469354651,66293.32080440847,66494.84
2026-04-02 10:00:00+00:00,66389.1553384683,66210.13822168029,66490.97067125441
2026-04-02 11:00:00+00:00,66354.4114227029,66152.51706578139,66470.11111327748
2026-04-02 12:00:00+00:00,66121.58197218415,65943.76651412407,66228.88204
2026-04-02 13:00:00+00:00,65993.73210393614,65722.14457991176,66257.87697223561
2026-04-02 14:00:00+00:00,66540.17604454137,66152.9745455335,67088.0007177449
2026-04-02 15:00:00+00:00,66806.53177347274,66637.68408,66977.28246
2026-04-02 16:00:00+00:00,66986.48039547322,66748.45351234851,67249.15067078728
2026-04-02 17:00:00+00:00,67043.107331218,66661.42908,67422.11
2026-04-02 18:00:00+00:00,66759.33877000769,66592.42308774347,67054.975
2026-04-02 19:00:00+00:00,66996.23774726067,66876.13285,67101.584
2026-04-02 20:00:00+00:00,66945.70944470278,66797.93870647074,67096.75972840657
2026-04-02 21:00:00+00:00,66860.17810533925,66726.89019051405,67007.53782945826
2026-04-02 22:00:00+00:00,66952.62689977909,66828.90346201269,67038.01
2026-04-02 23:00:00+00:00,66937.4350480057,66849.52171818836,67084.91554
2026-04-03 00:00:00+00:00,66834.40864237839,66700.06993212028,66994.58281167064
2026-04-03 01:00:00+00:00,66707.78194297392,66490.10203798143,66898.90983097561
2026-04-03 02:00:00+00:00,66482.34002243222,66278.32257,66741.51283
2026-04-03 03:00:00+00:00,66605.26730227037,66485.98360323507,66716.91575861309
2026-04-03 04:00:00+00:00,66600.63957359015,66502.21099968517,66689.96202558553
2026-04-03 05:00:00+00:00,66624.29695065325,66420.746715,66798.6535965243
2026-04-03 06:00:00+00:00,66678.22165706153,66560.68402833189,66791.66
2026-04-03 07:00:00+00:00,66945.39947964478,66755.71163387437,67246.57
2026-04-03 08:00:00+00:00,67068.19414271798,66899.77005670848,67280.35
2026-04-03 09:00:00+00:00,66859.30494745832,66745.74353429812,67004.07
2026-04-03 10:00:00+00:00,66803.26545246645,66677.83300968766,66894.73971
2026-04-03 11:00:00+00:00,66933.66527926402,66826.03432494026,67053.71864631925
2026-04-03 12:00:00+00:00,66920.73993950193,66644.92207166443,67339.32619900501
2026-04-03 13:00:00+00:00,66638.5664396905,66509.75347858928,66733.65985694443
2026-04-03 14:00:00+00:00,66834.2182910266,66630.42055105262,66988.1818134282
2026-04-03 15:00:00+00:00,66898.69599494316,66811.07601581019,67019.80096306489
2026-04-03 16:00:00+00:00,66939.07702711059,66814.85554154808,67061.76320332682
2026-04-03 17:00:00+00:00,66899.42825278113,66759.80892732267,67062.5385926835
2026-04-03 18:00:00+00:00,66849.66861324095,66775.51418477278,66924.89
2026-04-03 19:00:00+00:00,66816.83198736426,66770.156,66898.027
2026-04-03 20:00:00+00:00,66874.00142707446,66825.28276923619,66912.29607
2026-04-03 21:00:00+00:00,66896.97857966044,66822.87084,66969.71930957437
2026-04-03 22:00:00+00:00,66897.77799961153,66841.30050374828,66959.2602861104
2026-04-03 23:00:00+00:00,66882.62669780849,66822.18733099039,66956.14438043513
2026-04-04 00:00:00+00:00,66916.46972993643,66870.66463873853,66959.8843185695
2026-04-04 01:00:00+00:00,66858.72835349121,66822.343,66920.73511379796
2026-04-04 02:00:00+00:00,66838.7697420899,66805.32,66915.01850776236
2026-04-04 03:00:00+00:00,66853.3918808759,66821.82957683831,66896.52612036545
2026-04-04 04:00:00+00:00,66837.04268047315,66772.4511597306,66867.9395
2026-04-04 05:00:00+00:00,66886.02763613769,66836.79857264328,66927.869
2026-04-04 06:00:00+00:00,66949.34288748025,66902.8,67041.55420592039
2026-04-04 07:00:00+00:00,66977.51630145556,66935.80637655816,67032.49962
