time_bucket_utc,open_usd,mid_usd,bid_usd,ask_usd
2026-04-12 19:15:00+00:00,71161.74,71165.62325080851,71159.94,71168.49055
2026-04-12 19:30:00+00:00,71190.80677,71181.64858338324,71174.74087,71191.12183
2026-04-12 19:45:00+00:00,71132.38804,71124.89617364931,71115.55,71146.25111
2026-04-12 20:00:00+00:00,71114.83663,71119.35176642015,71103.16,71126.70926
2026-04-12 20:15:00+00:00,71039.89498,71009.4634857857,70996.4202031334,71041.23645
2026-04-12 20:30:00+00:00,71076.99,71085.25959760719,71076.99,71089.62468
2026-04-12 20:45:00+00:00,71342.09,71365.39578955254,71294.79899267426,71393.69559
2026-04-12 21:00:00+00:00,71358.03,71355.82405469334,71347.80396037185,71368.0536
2026-04-12 21:15:00+00:00,71236.08959223055,71255.77619859145,71236.08959223055,71265.6508
2026-04-12 21:30:00+00:00,71329.0334,71330.57951684289,71325.86054,71332.00234
2026-04-12 21:45:00+00:00,71330.66960350153,71342.21888125323,71317.70319767074,71354.00922
2026-04-12 22:00:00+00:00,71386.88998039323,71228.44577983183,71002.20423129147,71386.88998039323
2026-04-12 22:15:00+00:00,70960.90433336944,70941.79276088353,70880.466,70971.00337751237
2026-04-12 22:30:00+00:00,70670.12929817519,70604.46852704289,70524.21,70675.83030751464
2026-04-12 22:45:00+00:00,70825.5920805101,70816.43338014118,70803.49978928702,70825.68
2026-04-12 23:00:00+00:00,70916.52207617566,70842.49584075599,70805.0703122545,70916.52207617566
2026-04-12 23:15:00+00:00,70645.91857895268,70641.32373732732,70620.87821006318,70654.077
2026-04-12 23:30:00+00:00,70721.26726070631,70673.49295170119,70637.30417588785,70721.26726070631
2026-04-12 23:45:00+00:00,70734.50009307066,70719.27384337244,70697.41802938291,70744.05922
2026-04-13 00:00:00+00:00,70747.72090739627,70687.41997241203,70653.667,70756.90379
2026-04-13 00:15:00+00:00,70918.37,70909.53764926358,70897.27192532341,70929.20703556444
2026-04-13 00:30:00+00:00,70988.45057491303,70977.58140300024,70957.84053,71000.12783284929
2026-04-13 00:45:00+00:00,71072.19287519477,71079.04905944037,71066.73141375945,71087.83244545343
2026-04-13 01:00:00+00:00,71181.54401258213,71202.53742744538,71181.54401258213,71215.29006
2026-04-13 01:15:00+00:00,71140.9981701161,71140.52732303478,71130.8618493997,71152.40339
2026-04-13 01:30:00+00:00,71106.26,71080.62975999185,71040.55878956562,71117.65210097053
2026-04-13 01:45:00+00:00,71160.91883643143,71144.17406155306,71128.735777352,71160.91883643143
2026-04-13 02:00:00+00:00,71204.73468145303,71243.95144101995,71204.73468145303,71270.89892096505
2026-04-13 02:15:00+00:00,71015.19285651948,71019.45599510749,71015.19250601486,71029.0091891957
2026-04-13 02:30:00+00:00,71230.88,71259.05074591983,71230.88,71284.52
2026-04-13 02:45:00+00:00,71063.12954977703,71067.53702199299,71044.78785662354,71085.49
2026-04-13 03:00:00+00:00,71088.0,71080.37470379332,71071.68849633708,71092.63937074554
2026-04-13 03:15:00+00:00,71070.036,71056.91124063362,71042.681,71077.60512737122
2026-04-13 03:30:00+00:00,71045.892275,71043.30107642793,71025.31,71051.15485
2026-04-13 03:45:00+00:00,70986.4302,70977.05132582893,70961.22199634109,70986.4302
2026-04-13 04:00:00+00:00,70987.87670836692,70997.7745793701,70986.13753387003,71003.78144429749
2026-04-13 04:15:00+00:00,70959.09263,70972.13392150048,70959.09263,70975.86924376313
2026-04-13 04:30:00+00:00,71039.47545534222,71043.58622926481,71038.48913,71053.35817
2026-04-13 04:45:00+00:00,71027.88,71007.98674025616,70978.57786192914,71030.89
2026-04-13 05:00:00+00:00,70900.84306,70908.86646683421,70894.49537,70917.07010979271
2026-04-13 05:15:00+00:00,70830.30167480555,70855.38850913188,70830.30167480555,70872.17874623889
2026-04-13 05:30:00+00:00,70866.88582,70861.0117572503,70855.73426677409,70867.77085775646
2026-04-13 05:45:00+00:00,70752.27426656956,70774.08279560044,70752.27426656956,70789.4466086327
2026-04-13 06:00:00+00:00,70890.49115,70897.82745194843,70886.58951692558,70919.468
2026-04-13 06:15:00+00:00,71013.27913,70999.00484754113,70983.78330079986,71018.8
2026-04-13 06:30:00+00:00,71030.17202,71024.76825718093,71015.14016938349,71034.0895282229
2026-04-13 06:45:00+00:00,71052.84993661595,71043.3331425294,71037.14,71059.42627
2026-04-13 07:00:00+00:00,71032.42193,71038.22709029523,71009.2,71074.59
2026-04-13 07:15:00+00:00,70908.25299,70899.63627830813,70879.9881869105,70914.8438
2026-04-13 07:30:00+00:00,70719.99,70733.02169178387,70719.99,70748.79235051449
2026-04-13 07:45:00+00:00,70782.0601043769,70781.37749059332,70773.24815,70799.39294834567
2026-04-13 08:00:00+00:00,70828.23376,70798.16609341477,70785.74,70828.3197
2026-04-13 08:15:00+00:00,70735.47,70727.52050534147,70723.12831295146,70739.95555076051
2026-04-13 08:30:00+00:00,70766.11302659515,70738.65136692864,70728.22122018701,70766.14754
2026-04-13 08:45:00+00:00,70607.10283449391,70605.4512433472,70576.678,70625.64800538223
2026-04-13 09:00:00+00:00,70689.52757334565,70747.57263837146,70687.99614,70790.75365
2026-04-13 09:15:00+00:00,70717.50748,70706.96661594797,70684.50670454378,70726.19608
2026-04-13 09:30:00+00:00,70798.02998272324,70800.29086422725,70795.44,70806.3731639274
2026-04-13 09:45:00+00:00,70798.03480885358,70793.94118319599,70791.57069454815,70798.03480885358
2026-04-13 10:00:00+00:00,70802.69619,70804.93393320461,70801.0290663858,70811.79319
2026-04-13 10:15:00+00:00,70826.8301099286,70781.77592709824,70726.19457399602,70827.21284983869
2026-04-13 10:30:00+00:00,70769.81827596283,70789.0517922388,70769.81827596283,70804.056561855
2026-04-13 10:45:00+00:00,70777.58648,70764.49472685027,70756.05761276263,70777.58648
2026-04-13 11:00:00+00:00,70749.84272820248,70782.14464759476,70749.84272820248,70839.62335
2026-04-13 11:15:00+00:00,70877.05876506833,70885.31478758664,70877.05876506833,70893.69323
2026-04-13 11:30:00+00:00,70873.49759,70891.0858120453,70873.49759,70903.31258
2026-04-13 11:45:00+00:00,70943.01263,70960.54024920987,70943.01263,70972.17384811214
2026-04-13 12:00:00+00:00,70934.30911982282,70899.51412989752,70874.6764240047,70934.45766058074
2026-04-13 12:15:00+00:00,70972.62635407505,70969.20178728795,70947.19680887563,70985.81752243686
2026-04-13 12:30:00+00:00,70864.315,70871.41174456308,70864.315,70876.52692951926
2026-04-13 12:45:00+00:00,70843.47409557251,70869.259937027,70843.38242518333,70888.93815
2026-04-13 13:00:00+00:00,71087.60259834777,71120.21093096907,71087.60259834777,71137.90557
2026-04-13 13:15:00+00:00,71213.47846,71192.78927813361,71177.7825,71213.47846
2026-04-13 13:30:00+00:00,71193.59364587018,71190.29400895393,71147.62354096105,71225.07
2026-04-13 13:45:00+00:00,71043.90509,71029.1182180301,70966.85,71056.34936
2026-04-13 14:00:00+00:00,71671.24150394408,71685.12175292475,71663.77201467448,71711.621
2026-04-13 14:15:00+00:00,71645.86,71658.74026659726,71644.34981686887,71671.94946842366
2026-04-13 14:30:00+00:00,71657.47202436878,71670.38662448018,71625.42394361095,71696.96646005702
2026-04-13 14:45:00+00:00,72014.96527056645,72030.36595368768,72000.3903299857,72048.26
2026-04-13 15:00:00+00:00,72432.56525052788,72416.54017214125,72371.06314431233,72492.97101034096
2026-04-13 15:15:00+00:00,71978.77276209633,71979.0992116133,71969.14023379007,72000.89431729107
2026-04-13 15:30:00+00:00,71989.49140833969,71909.92785108485,71799.85980407037,71990.6501409151
2026-04-13 15:45:00+00:00,71868.43282,71854.87722663408,71815.38138,71888.22
2026-04-13 16:00:00+00:00,71887.859,71906.4362254947,71885.1952,71928.65617
2026-04-13 16:15:00+00:00,72054.6641,72006.50742964057,71941.2198,72068.90749
2026-04-13 16:30:00+00:00,72266.34707,72303.61907884142,72266.34707,72328.00330460952
2026-04-13 16:45:00+00:00,72334.53967780061,72332.82642104519,72308.94982942964,72351.17487465555
2026-04-13 17:00:00+00:00,72234.44076,72220.43363354987,72183.52152,72239.18322630455
2026-04-13 17:15:00+00:00,72333.49188642712,72324.52256168942,72315.57230580652,72340.81048
2026-04-13 17:30:00+00:00,72461.96295748814,72557.91842099823,72461.96295748814,72616.16377421089
2026-04-13 17:45:00+00:00,72474.61784088686,72493.50150083785,72474.61784088686,72503.17671870097
2026-04-13 18:00:00+00:00,72178.18726271857,72147.90843415582,72123.38706112269,72178.53441
2026-04-13 18:15:00+00:00,72221.17409,72225.71639721617,72210.67324,72242.44007836559
2026-04-13 18:30:00+00:00,72206.59596643918,72219.96477225692,72206.52519338875,72260.7665067274
2026-04-13 18:45:00+00:00,72375.06952,72402.95067406612,72375.06952,72426.59291698573
2026-04-13 19:00:00+00:00,72459.53493,72433.85250732429,72423.77755,72459.53493
2026-04-13 19:15:00+00:00,72348.87,72407.48565170917,72348.87,72434.2
2026-04-13 19:30:00+00:00,72881.35011143544,72923.45764748171,72855.05847,72980.58851192018
2026-04-13 19:45:00+00:00,73039.67333392579,73111.9469818779,73039.67333392579,73167.37455225925
2026-04-13 20:00:00+00:00,73373.43274722753,73370.5018480146,73349.63835,73391.26300522883
2026-04-13 20:15:00+00:00,73112.87601645639,73151.42155126887,73107.52098575732,73173.23
2026-04-13 20:30:00+00:00,73126.83556349402,73133.35111818035,73114.1,73151.27546548146
2026-04-13 20:45:00+00:00,73264.19026826834,73256.01113934649,73235.073,73268.27
2026-04-13 21:00:00+00:00,73185.45019,73186.0571853702,73175.9380452997,73196.7966809402
2026-04-13 21:15:00+00:00,73261.10638,73294.08894276824,73260.54452,73317.44598
2026-04-13 21:30:00+00:00,73156.2529785651,73172.07133968062,73156.12950447234,73179.47824001772
2026-04-13 21:45:00+00:00,73293.86134849933,73257.94720857697,73225.55856713068,73308.89470204494
2026-04-13 22:00:00+00:00,73208.53626311284,73255.8983102939,73201.11102565218,73283.0688723205
2026-04-13 22:15:00+00:00,73789.56130530093,73847.98410963248,73789.56130530093,73912.51617
2026-04-13 22:30:00+00:00,74161.64674735111,74248.45408242472,74161.64674735111,74347.789
2026-04-13 22:45:00+00:00,74285.449645,74266.22263548398,74212.45677927599,74329.48892092331
2026-04-13 23:00:00+00:00,74656.08969697691,74621.39771501847,74540.48292281205,74687.23906
2026-04-13 23:15:00+00:00,74683.49459,74714.53791310803,74666.05,74753.4241243833
2026-04-13 23:30:00+00:00,74754.96068,74856.88681674874,74752.01752316116,74905.72888640694
2026-04-13 23:45:00+00:00,74587.72724441899,74602.25131714124,74582.05778173494,74621.56018797259
2026-04-14 00:00:00+00:00,74437.94567412314,74466.16869047473,74437.94567412314,74489.23518
2026-04-14 00:15:00+00:00,74357.91874,74371.97482221776,74327.06490109485,74401.90492867414
2026-04-14 00:30:00+00:00,74289.56201915268,74309.33440180347,74288.87384,74327.84147302023
2026-04-14 00:45:00+00:00,74440.47217635556,74434.44575319743,74426.01604674438,74451.12398
2026-04-14 01:00:00+00:00,74189.01994367287,74157.10488811141,74126.24995570975,74193.618
2026-04-14 01:15:00+00:00,74326.96032,74280.66202266072,74258.988255,74326.96032
2026-04-14 01:30:00+00:00,74325.42735782715,74307.69500456014,74295.28754512694,74325.42735782715
2026-04-14 01:45:00+00:00,74348.54956,74373.22188397891,74346.46631,74391.25963
2026-04-14 02:00:00+00:00,74412.53734644131,74411.12155044984,74397.45,74424.9989
2026-04-14 02:15:00+00:00,74514.65923,74472.75599207685,74437.55765165633,74520.09584
2026-04-14 02:30:00+00:00,74428.59152677143,74407.14575173442,74395.72690554605,74428.59152677143
2026-04-14 02:45:00+00:00,74462.74089,74451.35860342016,74439.6908560496,74462.74089
2026-04-14 03:00:00+00:00,74360.62528979972,74340.70647364669,74328.67684,74360.87057
2026-04-14 03:15:00+00:00,74369.37076424672,74381.56224460731,74369.37076424672,74387.29195517715
2026-04-14 03:30:00+00:00,74317.99268298576,74310.73942988238,74304.17203182272,74320.402733534
2026-04-14 03:45:00+00:00,74494.79369473396,74470.40855458772,74457.77,74495.93781495852
2026-04-14 04:00:00+00:00,74465.32337291722,74451.40960514058,74439.86572730432,74468.23694331865
2026-04-14 04:15:00+00:00,74492.13359603529,74478.85799646236,74472.95748073758,74492.13359603529
2026-04-14 04:30:00+00:00,74524.96,74521.27754476415,74506.07,74535.71820493347
2026-04-14 04:45:00+00:00,74408.9994306031,74396.18568485786,74382.02831906133,74409.73661271583
2026-04-14 05:00:00+00:00,74413.43532186355,74403.38465780123,74385.47817,74414.28849003631
2026-04-14 05:15:00+00:00,74360.0419,74367.11319343245,74335.65839432555,74378.17347030582
2026-04-14 05:30:00+00:00,74366.14,74359.06186661561,74353.3193098371,74366.14
2026-04-14 05:45:00+00:00,74317.65096944814,74306.78253479565,74301.85612603644,74317.93800121186
2026-04-14 06:00:00+00:00,74228.18538873778,74290.20702084235,74228.18538873778,74315.64259720332
2026-04-14 06:15:00+00:00,74349.23147,74346.43014068285,74333.5396,74352.82235
2026-04-14 06:30:00+00:00,74407.04608,74389.29747588646,74381.65859,74407.04608
2026-04-14 06:45:00+00:00,74409.41012,74413.14330810348,74398.46686,74417.11014
2026-04-14 07:00:00+00:00,74552.77839573506,74541.27777913866,74533.47724,74552.77839573506
2026-04-14 07:15:00+00:00,74798.51236,74789.8227552534,74751.9,74817.27533
2026-04-14 07:30:00+00:00,74697.61613,74684.72227048736,74660.98275,74710.36
2026-04-14 07:45:00+00:00,74523.32241,74524.20429318961,74514.06663,74533.403574298
2026-04-14 08:00:00+00:00,74573.53353,74573.61648568312,74563.9418389391,74582.42032
2026-04-14 08:15:00+00:00,74561.65308,74570.49346257732,74561.55089,74587.65537
2026-04-14 08:30:00+00:00,74661.33150126609,74711.21194229943,74661.33150126609,74748.22923320139
2026-04-14 08:45:00+00:00,74685.40113127678,74700.61731041688,74677.94,74730.51706630562
2026-04-14 09:00:00+00:00,74778.72226560426,74782.28873012582,74769.86567011748,74797.0950303664
2026-04-14 09:15:00+00:00,74824.45190899943,74812.56079972138,74798.0314,74829.52552917825
2026-04-14 09:30:00+00:00,74702.12988265001,74673.03847159461,74646.49,74702.12988265001
2026-04-14 09:45:00+00:00,74537.16874,74545.40682352985,74530.29822,74568.0043
2026-04-14 10:00:00+00:00,74526.51507,74514.97424117844,74498.50138,74526.51507
2026-04-14 10:15:00+00:00,74570.6342492784,74567.76873141652,74565.54642168341,74570.82019815265
2026-04-14 10:30:00+00:00,74582.89129,74612.33868768426,74582.89129,74625.09665
2026-04-14 10:45:00+00:00,74384.70684,74370.40142104572,74357.83089825902,74384.70684
2026-04-14 11:00:00+00:00,74369.37733154638,74361.92928638369,74349.07140573114,74385.29170126282
2026-04-14 11:15:00+00:00,74418.21018299005,74431.69361799298,74417.76792957481,74454.78693
2026-04-14 11:30:00+00:00,74379.6072,74363.8977107746,74354.25,74379.6072
2026-04-14 11:45:00+00:00,74343.32,74336.69045570958,74329.55316,74349.47855
2026-04-14 12:00:00+00:00,74399.34467,74399.64493597145,74384.93,74414.6494642489
2026-04-14 12:15:00+00:00,74321.0824,74342.80561762386,74320.86,74361.10199050391
2026-04-14 12:30:00+00:00,74333.90268413375,74373.12775959211,74313.15920567304,74411.35063227732
2026-04-14 12:45:00+00:00,74327.3694,74345.96525155527,74326.91,74365.69103
2026-04-14 13:00:00+00:00,74474.69382,74471.21138814015,74429.89574801705,74500.36911
2026-04-14 13:15:00+00:00,74601.35495329795,74600.2948716779,74593.3283459802,74616.05104474019
2026-04-14 13:30:00+00:00,74537.84103181552,74587.82137724434,74532.51470222407,74635.64160047936
2026-04-14 13:45:00+00:00,75229.50988727329,75223.99610708265,75165.82555425967,75333.97165470711
2026-04-14 14:00:00+00:00,75579.83397634579,75578.84221786534,75479.79,75635.68192299009
2026-04-14 14:15:00+00:00,75612.03448,75580.54190157776,75553.60373,75612.03448
2026-04-14 14:30:00+00:00,75892.41075,75918.61357531222,75874.75715004647,75990.09107
2026-04-14 14:45:00+00:00,75438.98133376984,75364.61813422156,75313.3782539507,75456.32153855354
2026-04-14 15:00:00+00:00,75069.7488813008,75013.27781012666,74968.44789,75069.7488813008
2026-04-14 15:15:00+00:00,74791.36128101336,74777.00718773203,74734.66708744314,74799.7751603849
2026-04-14 15:30:00+00:00,74842.33526,74867.2052610065,74830.68,74933.8359267984
2026-04-14 15:45:00+00:00,75320.75743815677,75300.51466443336,75265.95,75341.90078
2026-04-14 16:00:00+00:00,75356.18583903565,75384.32997425905,75344.44894956383,75410.37575
2026-04-14 16:15:00+00:00,75523.72431682238,75490.47102679206,75427.30352763085,75534.27525806495
2026-04-14 16:30:00+00:00,75280.47902,75227.59585630838,75175.63437837314,75281.0694
2026-04-14 16:45:00+00:00,75248.46572328532,75244.73596512042,75213.23778450458,75270.57291736336
2026-04-14 17:00:00+00:00,74691.33221533798,74648.15434286084,74619.00087495006,74691.33221533798
2026-04-14 17:15:00+00:00,74819.92496968842,74836.55243879803,74802.7228,74869.64207825388
2026-04-14 17:30:00+00:00,74666.60620093724,74636.39777252992,74608.42208343385,74666.60620093724
2026-04-14 17:45:00+00:00,74583.78852,74588.87227858453,74581.30596464289,74601.78236
2026-04-14 18:00:00+00:00,74784.24687,74811.39188533263,74784.24687,74826.59860099145
2026-04-14 18:15:00+00:00,74712.54,74700.01297340066,74684.30214991701,74716.09
2026-04-14 18:30:00+00:00,74562.9979600426,74572.51647099933,74542.91534330073,74607.19435039407
2026-04-14 18:45:00+00:00,74332.85534437616,74358.02313009038,74332.49933157089,74383.71505874803
2026-04-14 19:00:00+00:00,74133.76307155026,74135.81345252774,74098.4440542695,74181.89690796474
2026-04-14 19:15:00+00:00,74307.02958018529,74350.54057788703,74304.0654043173,74379.04794177145
2026-04-14 19:30:00+00:00,74204.84895837173,74267.54543424581,74203.80574651055,74312.7
2026-04-14 19:45:00+00:00,74167.13760013675,74179.60405417971,74135.2957619932,74211.11
2026-04-14 20:00:00+00:00,74268.12198779033,74285.36919670919,74268.12198779033,74296.27945025104
2026-04-14 20:15:00+00:00,74451.69355,74435.47172389487,74405.30745403528,74464.9178193992
2026-04-14 20:30:00+00:00,74219.0679,74247.4994468264,74219.0679,74278.4998
2026-04-14 20:45:00+00:00,74286.78706,74284.47201137371,74274.21503,74296.03249
2026-04-14 21:00:00+00:00,74137.47955,74154.67371661865,74137.47955,74173.42106
2026-04-14 21:15:00+00:00,74237.37,74231.960868308,74222.26495,74237.37
2026-04-14 21:30:00+00:00,74154.68132474189,74146.77610791515,74137.45716,74173.01827
2026-04-14 21:45:00+00:00,74042.0137339743,74055.35447880963,74042.0137339743,74063.78264527781
2026-04-14 22:00:00+00:00,74303.65,74249.36873712401,74226.8762365768,74303.65
2026-04-14 22:15:00+00:00,74343.06,74301.54310188106,74258.73478,74343.06
2026-04-14 22:30:00+00:00,73945.50834627554,73907.05232341605,73890.84,73946.62718315545
2026-04-14 22:45:00+00:00,74006.45998,74039.25258282252,73999.62045626098,74077.26971807163
2026-04-14 23:00:00+00:00,74059.03,74071.85539088854,74056.55,74084.99327440132
2026-04-14 23:15:00+00:00,74128.98009122386,74146.74723570234,74127.94374,74172.74307
2026-04-14 23:30:00+00:00,74141.32903,74138.25454196577,74130.63061362854,74152.44139374631
2026-04-14 23:45:00+00:00,74169.50460901558,74186.14856428589,74169.50460901558,74198.34841
2026-04-15 00:00:00+00:00,74173.72548914501,74188.24333228085,74153.48888311179,74257.07
2026-04-15 00:15:00+00:00,74566.30236,74522.59677776901,74502.84419202918,74576.88511811508
2026-04-15 00:30:00+00:00,74615.0,74603.23637248215,74585.23400403876,74636.3516320712
2026-04-15 00:45:00+00:00,74579.10223685892,74602.75458681764,74579.07986407774,74623.42239249517
2026-04-15 01:00:00+00:00,74592.95902863792,74572.88494006966,74537.61587345575,74592.95908621019
2026-04-15 01:15:00+00:00,74781.24,74750.1504007113,74728.05,74790.768
2026-04-15 01:30:00+00:00,74707.62748,74718.65467885768,74686.69720370276,74737.36248
2026-04-15 01:45:00+00:00,74667.28312889407,74651.36325779882,74628.37185969413,74678.5167
2026-04-15 02:00:00+00:00,74641.19,74652.87264045901,74628.67093384807,74679.07
2026-04-15 02:15:00+00:00,74574.39452,74578.74115217835,74552.7396349306,74594.37
2026-04-15 02:30:00+00:00,74378.867,74359.1470923202,74340.216,74380.72649669505
2026-04-15 02:45:00+00:00,74308.91835,74295.19307772905,74286.603873777,74311.92913
2026-04-15 03:00:00+00:00,74352.86,74345.02781832595,74330.74871320812,74358.57421
2026-04-15 03:15:00+00:00,74254.83989978125,74229.43998175058,74210.70025032334,74254.83989978125
2026-04-15 03:30:00+00:00,74317.02473806808,74320.08271448677,74290.62209,74343.86862874447
2026-04-15 03:45:00+00:00,74256.76293951497,74247.8445837538,74245.49015,74257.21167
2026-04-15 04:00:00+00:00,74363.49606,74366.21652719416,74360.12158,74373.98618731281
2026-04-15 04:15:00+00:00,74369.94805,74374.33365670411,74354.53886,74386.24561
2026-04-15 04:30:00+00:00,74332.13746,74355.38944309174,74332.13746,74359.05842
2026-04-15 04:45:00+00:00,74361.39,74348.17267464225,74336.1,74362.31246
2026-04-15 05:00:00+00:00,74345.87197,74395.81206761474,74345.87197,74440.75753499073
2026-04-15 05:15:00+00:00,74231.7,74240.14748770188,74228.99,74251.37126
2026-04-15 05:30:00+00:00,74038.16359,74037.69367495415,74021.51673061054,74055.43926
2026-04-15 05:45:00+00:00,73975.24789,73965.92519216274,73952.36782,73977.86031
2026-04-15 06:00:00+00:00,74046.12,74046.14088983907,74033.92611925688,74052.62617
2026-04-15 06:15:00+00:00,73968.92114,73980.71557239555,73968.92114,73992.85411771151
2026-04-15 06:30:00+00:00,73950.74331546777,73968.38085705304,73949.04,73975.76034
2026-04-15 06:45:00+00:00,74028.42422,74036.41999258086,74028.42422,74039.14573
2026-04-15 07:00:00+00:00,73918.0986383432,73943.06270282947,73918.0986383432,73957.56378
2026-04-15 07:15:00+00:00,73941.1297492235,73924.1677941889,73911.56951366478,73941.1297492235
2026-04-15 07:30:00+00:00,73735.62,73726.32784002418,73709.52427636483,73741.53
2026-04-15 07:45:00+00:00,73621.24,73591.3769477214,73554.21258,73621.24
2026-04-15 08:00:00+00:00,73761.80883,73737.59679090761,73702.83,73762.37
2026-04-15 08:15:00+00:00,73865.19551,73869.47214727833,73858.50761987972,73881.61213
2026-04-15 08:30:00+00:00,74010.52701,74004.52545184144,73995.51124470987,74013.30349
2026-04-15 08:45:00+00:00,74121.37403,74104.81046934139,74079.75642916026,74123.14712
2026-04-15 09:00:00+00:00,74136.39483,74171.28141883957,74136.39483,74186.66646927696
2026-04-15 09:15:00+00:00,74048.67102,74054.2201202287,74043.54301,74062.54761
2026-04-15 09:30:00+00:00,73975.98448,73984.169405877,73974.40052369722,73994.97629
2026-04-15 09:45:00+00:00,73989.21,73982.34930353885,73972.53537879496,73989.21
2026-04-15 10:00:00+00:00,74031.36,74014.60164696736,74004.47,74031.36
2026-04-15 10:15:00+00:00,74135.26711,74127.21709723592,74068.44674784863,74139.0718
2026-04-15 10:30:00+00:00,73924.82,73916.14161962128,73890.75509713318,73938.72512693616
2026-04-15 10:45:00+00:00,74070.08092,74120.78383658388,74070.08092,74188.30622
2026-04-15 11:00:00+00:00,73879.57,73895.20082114585,73879.57,73915.74
2026-04-15 11:15:00+00:00,74046.31055257886,74034.23801462154,74018.27,74046.89
2026-04-15 11:30:00+00:00,73979.27949317721,73991.16436188821,73962.09,74020.756
2026-04-15 11:45:00+00:00,74070.17082,74074.6425611305,74063.21,74087.70068
2026-04-15 12:00:00+00:00,74220.68,74192.26199767664,74179.5,74230.57075312137
2026-04-15 12:15:00+00:00,74225.58766,74174.31716547254,74134.04781920473,74227.37994518
2026-04-15 12:30:00+00:00,74199.81294018857,74220.89925488859,74199.81294018857,74236.4571
2026-04-15 12:45:00+00:00,74361.84069,74356.1475365232,74346.7,74362.01853
2026-04-15 13:00:00+00:00,74295.17,74287.9646002081,74273.43430326243,74300.23
2026-04-15 13:15:00+00:00,74336.293,74336.6189099186,74321.8886565134,74347.71118
2026-04-15 13:30:00+00:00,74415.19357,74359.04530288934,74335.4429871611,74425.58936215477
2026-04-15 13:45:00+00:00,73887.99748,73923.54608365541,73871.6039517691,73995.82542518768
2026-04-15 14:00:00+00:00,74070.07563953388,74018.94383263275,73965.50499643531,74082.8232
2026-04-15 14:15:00+00:00,74143.37178117601,74189.32767585735,74143.37178117601,74243.03228166663
2026-04-15 14:30:00+00:00,74447.73544,74416.86718398688,74378.37,74455.18157
2026-04-15 14:45:00+00:00,73972.38,74024.08424465565,73972.38,74046.85918883207
2026-04-15 15:00:00+00:00,74160.259,74158.6080127335,74138.9157580387,74176.97
2026-04-15 15:15:00+00:00,74290.97037819971,74267.7151729046,74248.19879473592,74303.13775
2026-04-15 15:30:00+00:00,74048.10540841134,73924.23216526234,73742.59815061772,74048.98351
2026-04-15 15:45:00+00:00,73873.946735,73902.28788923396,73846.30437,73934.18704
2026-04-15 16:00:00+00:00,73858.97090735254,73800.2304973859,73781.21189542387,73858.97090735254
2026-04-15 16:15:00+00:00,74024.20419,74075.80607018415,74024.20419,74097.41373183586
2026-04-15 16:30:00+00:00,74108.55793500421,74109.4212309826,74089.45,74134.43483949045
2026-04-15 16:45:00+00:00,73916.18766304234,73927.95477537041,73894.25527,73959.86734
2026-04-15 17:00:00+00:00,73949.98861776762,73954.2994958295,73926.49117990333,73990.20818813733
