ts_iso,slug,market_url,window_text,buy_up_cents,buy_down_cents,sell_up_cents,sell_down_cents,buy_up_size,buy_down_size,sell_up_size,sell_down_size,mid_up_cents,mid_down_cents,spread_up_cents,spread_down_cents,bid_depth_up_5,ask_depth_up_5,bid_depth_down_5,ask_depth_down_5,level_count_bid_up,level_count_ask_up,level_count_bid_down,level_count_ask_down,target_price,final_price,trade_count_1s,trade_volume_1s
2026-04-23T01:06:07+08:00,,https://polymarket.com/zh/event/btc-updown-5m-1776877500,01:05-01:10,55.00,46.00,52.00,44.00,,,,,,,,,,,,,,,,,,78940.28,0,0.00
2026-04-23T01:06:09+08:00,,https://polymarket.com/zh/event/btc-updown-5m-1776877500,01:05-01:10,59.00,42.00,58.00,41.00,,,,,,,,,,,,,,,,,,78939.10,0,0.00
2026-04-23T01:06:11+08:00,,https://polymarket.com/zh/event/btc-updown-5m-1776877500,01:05-01:10,58.00,43.00,57.00,42.00,,,,,,,,,,,,,,,,,,78933.99,0,0.00
2026-04-23T01:06:13+08:00,,https://polymarket.com/zh/event/btc-updown-5m-1776877500,01:05-01:10,58.00,43.00,57.00,42.00,,,,,,,,,,,,,,,,,,78934.00,0,0.00
2026-04-23T01:06:15+08:00,,https://polymarket.com/zh/event/btc-updown-5m-1776877500,01:05-01:10,58.00,43.00,57.00,42.00,,,,,,,,,,,,,,,,,,78939.28,0,0.00
2026-04-23T01:06:17+08:00,,https://polymarket.com/zh/event/btc-updown-5m-1776877500,01:05-01:10,58.00,43.00,57.00,42.00,,,,,,,,,,,,,,,,,,78940.28,0,0.00
2026-04-23T01:06:19+08:00,,https://polymarket.com/zh/event/btc-updown-5m-1776877500,01:05-01:10,58.00,43.00,57.00,42.00,,,,,,,,,,,,,,,,,,78949.51,0,0.00
2026-04-23T01:06:21+08:00,,https://polymarket.com/zh/event/btc-updown-5m-1776877500,01:05-01:10,62.00,39.00,61.00,38.00,,,,,,,,,,,,,,,,,,78948.01,0,0.00
2026-04-23T01:06:23+08:00,,https://polymarket.com/zh/event/btc-updown-5m-1776877500,01:05-01:10,62.00,39.00,61.00,38.00,,,,,,,,,,,,,,,,,,78948.59,0,0.00
2026-04-23T01:06:25+08:00,,https://polymarket.com/zh/event/btc-updown-5m-1776877500,01:05-01:10,59.00,42.00,58.00,41.00,,,,,,,,,,,,,,,,,,78938.00,0,0.00
2026-04-23T01:06:27+08:00,,https://polymarket.com/zh/event/btc-updown-5m-1776877500,01:05-01:10,59.00,46.00,58.00,41.00,,,,,,,,,,,,,,,,,,78932.43,0,0.00
2026-04-23T01:06:29+08:00,,https://polymarket.com/zh/event/btc-updown-5m-1776877500,01:05-01:10,56.00,45.00,55.00,44.00,,,,,,,,,,,,,,,,,,78932.92,0,0.00
2026-04-23T01:06:31+08:00,,https://polymarket.com/zh/event/btc-updown-5m-1776877500,01:05-01:10,59.00,42.00,58.00,41.00,,,,,,,,,,,,,,,,,,78940.10,0,0.00
2026-04-23T01:06:32+08:00,,https://polymarket.com/zh/event/btc-updown-5m-1776877500,01:05-01:10,58.00,43.00,57.00,42.00,,,,,,,,,,,,,,,,,,78933.40,0,0.00
2026-04-23T01:06:34+08:00,,https://polymarket.com/zh/event/btc-updown-5m-1776877500,01:05-01:10,60.00,41.00,59.00,40.00,,,,,,,,,,,,,,,,,,78938.98,0,0.00
2026-04-23T01:06:36+08:00,,https://polymarket.com/zh/event/btc-updown-5m-1776877500,01:05-01:10,60.00,41.00,59.00,40.00,,,,,,,,,,,,,,,,,,78938.50,0,0.00
2026-04-23T01:06:39+08:00,,https://polymarket.com/zh/event/btc-updown-5m-1776877500,01:05-01:10,59.00,42.00,58.00,41.00,,,,,,,,,,,,,,,,,,78937.01,0,0.00
2026-04-23T01:06:41+08:00,,https://polymarket.com/zh/event/btc-updown-5m-1776877500,01:05-01:10,61.00,40.00,60.00,39.00,,,,,,,,,,,,,,,,,,78943.71,0,0.00
2026-04-23T01:06:42+08:00,,https://polymarket.com/zh/event/btc-updown-5m-1776877500,01:05-01:10,62.00,39.00,61.00,38.00,,,,,,,,,,,,,,,,,,78943.71,0,0.00
2026-04-23T01:06:44+08:00,,https://polymarket.com/zh/event/btc-updown-5m-1776877500,01:05-01:10,60.00,41.00,59.00,40.00,,,,,,,,,,,,,,,,,,78936.99,0,0.00
2026-04-23T01:06:46+08:00,,https://polymarket.com/zh/event/btc-updown-5m-1776877500,01:05-01:10,53.00,52.00,52.00,50.00,,,,,,,,,,,,,,,,,,78920.51,0,0.00
