ts_iso,slug,market_url,window_text,buy_up_cents,buy_down_cents,sell_up_cents,sell_down_cents,buy_up_size,buy_down_size,sell_up_size,sell_down_size,mid_up_cents,mid_down_cents,spread_up_cents,spread_down_cents,bid_depth_up_5,ask_depth_up_5,bid_depth_down_5,ask_depth_down_5,level_count_bid_up,level_count_ask_up,level_count_bid_down,level_count_ask_down,target_price,final_price,trade_count_1s,trade_volume_1s
2026-04-30T16:18:15+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,50.00,52.00,49.00,51.00,72.59,76.00,31.33,20.00,49.50,51.50,1.00,1.00,8265.20,8068.99,8068.99,8365.20,49,50,51,48,,76059.99,,
2026-04-30T16:18:17+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,52.00,49.00,51.00,48.00,43.88,107.01,92.01,40.03,51.50,48.50,1.00,1.00,8465.20,8068.99,8068.99,8365.20,51,48,48,51,,76060.44,,
2026-04-30T16:18:19+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,50.00,51.00,49.00,50.00,9.90,83.10,74.06,9.90,49.50,50.50,1.00,1.00,8291.20,8168.99,8168.99,8391.20,49,50,50,49,,76063.77,,
2026-04-30T16:18:21+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,51.00,52.00,50.00,51.00,75.49,160.63,6.28,59.98,50.50,51.50,1.00,1.00,8476.20,8158.99,8158.99,8281.20,50,49,51,48,,76063.76,,
2026-04-30T16:18:23+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,49.00,53.00,48.00,52.00,54.50,58.09,185.99,55.00,48.50,52.50,1.00,1.00,8135.20,8113.99,8113.99,8335.20,48,51,52,47,,76063.76,,
2026-04-30T16:18:25+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,51.00,50.00,50.00,49.00,71.54,61.19,61.19,71.54,50.50,49.50,1.00,1.00,8235.20,8118.99,8118.99,8240.20,50,49,49,50,,76063.76,,
2026-04-30T16:18:27+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,50.00,51.00,49.00,50.00,63.19,90.04,90.04,58.19,49.50,50.50,1.00,1.00,8235.20,8118.99,8118.99,8135.20,49,50,50,49,,76061.11,,
2026-04-30T16:18:29+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,50.00,51.00,49.00,50.00,18.00,119.10,99.10,28.00,49.50,50.50,1.00,1.00,8135.20,8118.99,7918.99,7932.20,49,50,50,49,,76061.11,,
2026-04-30T16:18:31+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,50.00,51.00,49.00,50.00,47.79,64.59,31.39,40.00,49.50,50.50,1.00,1.00,7073.20,7466.99,7466.99,6973.20,49,50,50,49,,76061.10,,
2026-04-30T16:18:33+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,54.00,47.00,53.00,46.00,82.33,70.95,70.95,67.33,53.50,46.50,1.00,1.00,7018.20,7431.99,7431.99,7118.20,53,46,46,53,,76061.11,,
2026-04-30T16:18:35+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,52.00,49.00,51.00,48.00,89.87,150.89,44.44,74.87,51.50,48.50,1.00,1.00,7018.20,7431.99,7431.99,7018.20,51,48,48,51,,76061.10,,
2026-04-30T16:18:37+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,52.00,49.00,51.00,48.00,61.87,117.71,137.71,41.87,51.50,48.50,1.00,1.00,7129.20,7431.99,7431.99,7124.20,51,48,48,51,,76061.19,,
2026-04-30T16:18:39+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,52.00,49.00,51.00,48.00,62.90,170.06,121.26,29.68,51.50,48.50,1.00,1.00,7024.20,7431.99,7431.99,7024.20,51,48,48,51,,76061.19,,
2026-04-30T16:18:41+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,43.00,58.00,42.00,57.00,103.60,10.00,64.44,105.66,42.50,57.50,1.00,1.00,8929.20,7436.99,7431.99,8929.20,42,57,57,42,,76058.54,,
2026-04-30T16:18:43+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,43.00,59.00,42.00,58.00,95.85,65.81,13.00,96.00,42.50,58.50,1.00,1.00,9029.20,7510.99,7505.99,9129.20,42,57,58,41,,76053.87,,
2026-04-30T16:18:45+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,41.00,60.00,40.00,59.00,44.69,109.50,94.50,49.69,40.50,59.50,1.00,1.00,8929.20,7505.99,7510.99,9029.20,40,59,59,40,,76053.87,,
2026-04-30T16:18:46+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,40.00,61.00,39.00,60.00,150.97,113.32,91.32,135.97,39.50,60.50,1.00,1.00,8854.20,7510.99,7510.99,9054.20,39,60,60,39,,76053.84,,
2026-04-30T16:18:48+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,42.00,59.00,41.00,58.00,2.61,136.74,152.38,2.61,41.50,58.50,1.00,1.00,9024.20,7505.99,7505.99,9124.20,41,58,58,41,,76053.87,,
2026-04-30T16:18:50+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,43.00,58.00,42.00,57.00,59.18,25.93,25.93,54.25,42.50,57.50,1.00,1.00,8924.20,7506.99,7506.99,9124.20,42,57,57,42,,76053.87,,
2026-04-30T16:18:52+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,41.00,60.00,40.00,59.00,51.96,42.77,27.77,110.25,40.50,59.50,1.00,1.00,9054.20,7540.99,7540.99,8954.20,40,59,59,40,,76053.87,,
2026-04-30T16:18:54+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,41.00,60.00,40.00,59.00,109.38,12.00,29.77,109.38,40.50,59.50,1.00,1.00,8954.20,7541.99,7541.99,9054.20,39,59,59,39,,76053.87,,
2026-04-30T16:18:56+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,37.00,65.00,35.00,64.00,35.50,10.00,34.76,128.85,36.00,64.50,2.00,1.00,7144.20,7551.99,7551.99,7149.20,35,63,64,35,,76053.84,,
2026-04-30T16:18:58+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,32.00,69.00,31.00,68.00,61.78,75.29,83.29,59.86,31.50,68.50,1.00,1.00,7854.20,7546.99,7546.99,7754.20,31,68,68,31,,76047.26,,
2026-04-30T16:19:00+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,27.00,75.00,26.00,74.00,567.08,7.00,8.15,364.85,26.50,74.50,1.00,1.00,7355.70,7078.99,7078.99,6955.70,26,73,74,25,,76043.94,,
2026-04-30T16:19:02+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,29.00,72.00,28.00,71.00,20.00,83.60,67.46,5.00,28.50,71.50,1.00,1.00,6965.70,7073.99,7073.99,6765.70,28,71,71,28,,76047.27,,
2026-04-30T16:19:04+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,30.00,71.00,29.00,70.00,79.18,65.63,65.63,62.28,29.50,70.50,1.00,1.00,6965.70,7048.99,6998.99,6765.70,29,70,70,29,,76050.02,,
2026-04-30T16:19:06+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,30.00,71.00,29.00,70.00,112.17,10.77,10.77,128.56,29.50,70.50,1.00,1.00,6765.70,6903.99,6903.99,6870.70,29,70,70,29,,76050.02,,
2026-04-30T16:19:08+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,26.00,75.00,25.00,74.00,56.56,75.34,35.67,56.56,25.50,74.50,1.00,1.00,6820.70,6898.99,6898.99,6820.70,25,74,74,25,,76048.58,,
2026-04-30T16:19:10+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,25.00,76.00,24.00,75.00,23.53,129.40,24.40,23.53,24.50,75.50,1.00,1.00,6815.70,6898.99,6898.99,6720.70,24,75,75,24,,76048.58,,
2026-04-30T16:19:12+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,28.00,73.00,27.00,72.00,7.87,2.20,63.33,7.87,27.50,72.50,1.00,1.00,7015.70,6699.99,6902.99,7015.70,27,72,72,27,,76053.86,,
2026-04-30T16:19:14+08:00,btc-updown-5m-1777536900,https://polymarket.com/zh/event/btc-updown-5m-1777536900,16:15-16:20,30.00,72.00,29.00,71.00,73.11,51.02,4.78,20.00,29.50,71.50,1.00,1.00,7015.20,6904.99,6904.99,6905.20,29,70,71,28,,76053.86,,
