ts_iso,slug,market_url,window_text,buy_up_cents,buy_down_cents,sell_up_cents,sell_down_cents,buy_up_size,buy_down_size,sell_up_size,sell_down_size,mid_up_cents,mid_down_cents,spread_up_cents,spread_down_cents,bid_depth_up_5,ask_depth_up_5,bid_depth_down_5,ask_depth_down_5,level_count_bid_up,level_count_ask_up,level_count_bid_down,level_count_ask_down,target_price,final_price,trade_count_1s,trade_volume_1s
2026-04-24T15:17:43+08:00,btc-updown-5m-1777014900,https://polymarket.com/zh/event/btc-updown-5m-1777014900,15:15-15:20,33.00,68.00,32.00,67.00,114.00,337.99,384.19,2.00,32.50,67.50,1.00,1.00,13594.51,13787.10,13787.10,13594.51,32,67,67,32,,77759.85,,
2026-04-24T15:17:45+08:00,btc-updown-5m-1777014900,https://polymarket.com/zh/event/btc-updown-5m-1777014900,15:15-15:20,34.00,67.00,33.00,66.00,185.23,8.50,8.50,196.74,33.50,66.50,1.00,1.00,13674.51,13782.10,13822.10,13674.51,33,66,66,33,,77759.85,,
2026-04-24T15:17:48+08:00,btc-updown-5m-1777014900,https://polymarket.com/zh/event/btc-updown-5m-1777014900,15:15-15:20,33.00,68.00,32.00,66.00,59.29,157.00,157.00,67.59,32.50,67.00,1.00,2.00,13524.51,13787.10,13782.10,13524.51,32,67,66,32,,77759.84,,
2026-04-24T15:17:50+08:00,btc-updown-5m-1777014900,https://polymarket.com/zh/event/btc-updown-5m-1777014900,15:15-15:20,38.00,65.00,37.00,61.00,10.00,42.73,43.00,227.27,37.50,63.00,1.00,4.00,13668.51,13787.10,13787.10,13719.51,35,62,61,35,,77766.59,,
2026-04-24T15:17:53+08:00,btc-updown-5m-1777014900,https://polymarket.com/zh/event/btc-updown-5m-1777014900,15:15-15:20,45.00,56.00,44.00,55.00,39.37,433.53,399.26,39.37,44.50,55.50,1.00,1.00,13568.51,13787.10,13782.10,13568.51,44,55,55,44,,77769.69,,
2026-04-24T15:17:55+08:00,btc-updown-5m-1777014900,https://polymarket.com/zh/event/btc-updown-5m-1777014900,15:15-15:20,44.00,57.00,43.00,56.00,118.78,44.64,44.64,118.78,43.50,56.50,1.00,1.00,13579.51,13777.10,13777.10,13584.51,43,56,56,43,,77769.69,,
2026-04-24T15:17:58+08:00,btc-updown-5m-1777014900,https://polymarket.com/zh/event/btc-updown-5m-1777014900,15:15-15:20,43.00,58.00,42.00,57.00,217.95,249.62,449.64,19.00,42.50,57.50,1.00,1.00,13544.51,13887.10,14082.10,13544.51,42,57,57,42,,77769.69,,
2026-04-24T15:18:00+08:00,btc-updown-5m-1777014900,https://polymarket.com/zh/event/btc-updown-5m-1777014900,15:15-15:20,42.00,62.00,41.00,61.00,823.29,444.23,5.47,111.36,41.50,61.50,1.00,1.00,13024.51,13662.10,13475.10,13029.51,41,58,61,38,,77769.70,,
2026-04-24T15:18:03+08:00,btc-updown-5m-1777014900,https://polymarket.com/zh/event/btc-updown-5m-1777014900,15:15-15:20,47.00,51.00,46.00,50.00,29.30,110.00,728.42,13.10,46.50,50.50,1.00,1.00,11985.51,12928.10,12923.10,11985.51,46,53,50,49,,77775.90,,
2026-04-24T15:18:05+08:00,btc-updown-5m-1777014900,https://polymarket.com/zh/event/btc-updown-5m-1777014900,15:15-15:20,50.00,51.00,49.00,50.00,253.68,64.99,69.99,258.68,49.50,50.50,1.00,1.00,11850.51,12778.10,12783.10,11845.51,49,50,50,49,,77772.80,,
2026-04-24T15:18:08+08:00,btc-updown-5m-1777014900,https://polymarket.com/zh/event/btc-updown-5m-1777014900,15:15-15:20,38.00,63.00,37.00,62.00,518.84,732.03,742.03,531.84,37.50,62.50,1.00,1.00,11721.51,12683.10,12678.10,11761.51,37,62,62,37,,77768.08,,
2026-04-24T15:18:10+08:00,btc-updown-5m-1777014900,https://polymarket.com/zh/event/btc-updown-5m-1777014900,15:15-15:20,36.00,65.00,35.00,64.00,160.00,853.50,831.96,154.11,35.50,64.50,1.00,1.00,11795.51,12652.10,12647.10,11573.78,35,64,64,35,,77766.61,,
2026-04-24T15:18:13+08:00,btc-updown-5m-1777014900,https://polymarket.com/zh/event/btc-updown-5m-1777014900,15:15-15:20,38.00,63.00,37.00,62.00,260.36,2.50,2.50,260.36,37.50,62.50,1.00,1.00,11674.78,12692.10,12692.10,11674.78,36,62,62,36,,77763.51,,
2026-04-24T15:18:15+08:00,btc-updown-5m-1777014900,https://polymarket.com/zh/event/btc-updown-5m-1777014900,15:15-15:20,38.00,63.00,37.00,62.00,105.10,336.06,331.32,105.10,37.50,62.50,1.00,1.00,11811.78,12652.10,12652.10,11761.78,37,62,62,37,,77763.51,,
2026-04-24T15:18:18+08:00,btc-updown-5m-1777014900,https://polymarket.com/zh/event/btc-updown-5m-1777014900,15:15-15:20,33.00,69.00,32.00,68.00,17.46,70.00,16.62,113.93,32.50,68.50,1.00,1.00,11869.78,11957.10,11952.10,11931.78,32,67,68,31,,77759.85,,
2026-04-24T15:18:20+08:00,btc-updown-5m-1777014900,https://polymarket.com/zh/event/btc-updown-5m-1777014900,15:15-15:20,32.00,69.00,31.00,68.00,12.00,158.00,212.00,12.00,31.50,68.50,1.00,1.00,11698.78,11952.10,11957.10,11698.78,31,68,68,31,,77757.75,,
2026-04-24T15:18:23+08:00,btc-updown-5m-1777014900,https://polymarket.com/zh/event/btc-updown-5m-1777014900,15:15-15:20,32.00,69.00,31.00,68.00,52.00,211.37,122.37,10.00,31.50,68.50,1.00,1.00,12051.78,11962.10,12032.10,12171.78,31,68,68,31,,77757.31,,
2026-04-24T15:18:25+08:00,btc-updown-5m-1777014900,https://polymarket.com/zh/event/btc-updown-5m-1777014900,15:15-15:20,30.00,71.00,29.00,70.00,107.90,60.00,212.17,142.83,29.50,70.50,1.00,1.00,11715.78,11992.10,12072.10,12476.78,29,70,70,29,,77756.79,,
2026-04-24T15:18:28+08:00,btc-updown-5m-1777014900,https://polymarket.com/zh/event/btc-updown-5m-1777014900,15:15-15:20,29.00,72.00,28.00,71.00,240.06,152.98,196.98,240.06,28.50,71.50,1.00,1.00,11648.78,12057.10,12177.10,11878.78,28,71,71,28,,77751.30,,
2026-04-24T15:18:30+08:00,btc-updown-5m-1777014900,https://polymarket.com/zh/event/btc-updown-5m-1777014900,15:15-15:20,28.00,75.00,27.00,74.00,269.25,751.32,80.07,64.25,27.50,74.50,1.00,1.00,12333.78,12182.10,12147.10,12218.78,27,72,73,25,,77751.30,,
2026-04-24T15:18:33+08:00,btc-updown-5m-1777014900,https://polymarket.com/zh/event/btc-updown-5m-1777014900,15:15-15:20,26.00,74.00,25.00,73.00,40.82,274.15,629.53,70.89,25.50,73.50,1.00,1.00,12035.78,11817.10,11737.10,12185.78,25,74,73,26,,77751.30,,
