ts_iso,slug,market_url,window_text,buy_up_cents,buy_down_cents,sell_up_cents,sell_down_cents,buy_up_size,buy_down_size,sell_up_size,sell_down_size,mid_up_cents,mid_down_cents,spread_up_cents,spread_down_cents,bid_depth_up_5,ask_depth_up_5,bid_depth_down_5,ask_depth_down_5,level_count_bid_up,level_count_ask_up,level_count_bid_down,level_count_ask_down,target_price,final_price,trade_count_1s,trade_volume_1s
2026-04-25T02:19:23+08:00,btc-updown-5m-1777054500,https://polymarket.com/zh/event/btc-updown-5m-1777054500,02:15-02:20,1.00,,,99.00,19332.68,,,19337.73,,,,,,9827.98,9822.98,,0,99,99,0,,77431.57,,
2026-04-25T02:19:26+08:00,btc-updown-5m-1777054500,https://polymarket.com/zh/event/btc-updown-5m-1777054500,02:15-02:20,1.00,,,99.00,19327.63,,,19327.63,,,,,,9822.98,9822.98,,0,99,99,0,,77431.56,,
2026-04-25T02:19:28+08:00,btc-updown-5m-1777054500,https://polymarket.com/zh/event/btc-updown-5m-1777054500,02:15-02:20,1.00,,,99.00,25352.51,,,25352.51,,,,,,9822.98,9822.98,,0,99,99,0,,77431.67,,
2026-04-25T02:19:30+08:00,btc-updown-5m-1777054500,https://polymarket.com/zh/event/btc-updown-5m-1777054500,02:15-02:20,1.00,,,99.00,25981.03,,,25896.03,,,,,,9622.98,9627.98,,0,99,99,0,,77440.00,,
2026-04-25T02:19:33+08:00,btc-updown-5m-1777054500,https://polymarket.com/zh/event/btc-updown-5m-1777054500,02:15-02:20,1.00,,,99.00,21035.12,,,20984.12,,,,,,9619.31,9619.31,,0,99,99,0,,77455.80,,
2026-04-25T02:19:35+08:00,btc-updown-5m-1777054500,https://polymarket.com/zh/event/btc-updown-5m-1777054500,02:15-02:20,1.00,,,99.00,12521.69,,,12446.69,,,,,,8682.71,8682.71,,0,99,99,0,,77470.31,,
2026-04-25T02:19:38+08:00,btc-updown-5m-1777054500,https://polymarket.com/zh/event/btc-updown-5m-1777054500,02:15-02:20,1.00,,,99.00,12161.46,,,12149.46,,,,,,8872.71,8777.71,,0,99,99,0,,77475.54,,
2026-04-25T02:19:40+08:00,btc-updown-5m-1777054500,https://polymarket.com/zh/event/btc-updown-5m-1777054500,02:15-02:20,1.00,,,99.00,18899.02,,,18904.07,,,,,,9582.71,9372.71,,0,99,99,0,,77470.33,,
2026-04-25T02:19:43+08:00,btc-updown-5m-1777054500,https://polymarket.com/zh/event/btc-updown-5m-1777054500,02:15-02:20,1.00,,,99.00,18507.22,,,18525.22,,,,,,9372.71,9367.71,,0,99,99,0,,77470.32,,
2026-04-25T02:19:45+08:00,btc-updown-5m-1777054500,https://polymarket.com/zh/event/btc-updown-5m-1777054500,02:15-02:20,1.00,,,99.00,18512.22,,,18522.32,,,,,,9382.71,9372.71,,0,99,99,0,,77467.61,,
2026-04-25T02:19:48+08:00,btc-updown-5m-1777054500,https://polymarket.com/zh/event/btc-updown-5m-1777054500,02:15-02:20,1.00,,,99.00,11924.77,,,11924.77,,,,,,9367.71,9372.71,,0,99,99,0,,77463.76,,
2026-04-25T02:19:50+08:00,btc-updown-5m-1777054500,https://polymarket.com/zh/event/btc-updown-5m-1777054500,02:15-02:20,0.90,99.90,0.10,99.10,634.45,66.78,69.79,734.45,0.50,99.50,0.80,0.80,69.79,8745.63,8750.63,66.78,1,78,78,1,,77453.36,,
2026-04-25T02:19:53+08:00,btc-updown-5m-1777054500,https://polymarket.com/zh/event/btc-updown-5m-1777054500,02:15-02:20,0.10,,,99.90,504.55,,,504.55,,,,,,8620.63,8625.63,,0,78,78,0,,77436.48,,
2026-04-25T02:19:55+08:00,btc-updown-5m-1777054500,https://polymarket.com/zh/event/btc-updown-5m-1777054500,02:15-02:20,0.10,,,99.90,1427.16,,,1327.16,,,,,,7965.63,7970.63,,0,78,78,0,,77434.31,,
2026-04-25T02:19:58+08:00,btc-updown-5m-1777054500,https://polymarket.com/zh/event/btc-updown-5m-1777054500,02:15-02:20,0.10,,,99.90,1516.18,,,1535.18,,,,,,9370.63,9670.63,,0,77,79,0,,77437.00,,
2026-04-25T02:20:00+08:00,btc-updown-5m-1777054800,https://polymarket.com/zh/event/btc-updown-5m-1777054800,02:20-02:25,57.00,44.00,56.00,43.00,46.00,354.40,268.15,46.00,56.50,43.50,1.00,1.00,85471.21,85406.87,85406.87,85776.21,56,43,43,56,77440.23,77445.22,,
