ts_iso,slug,market_url,window_text,buy_up_cents,buy_down_cents,sell_up_cents,sell_down_cents,buy_up_size,buy_down_size,sell_up_size,sell_down_size,mid_up_cents,mid_down_cents,spread_up_cents,spread_down_cents,bid_depth_up_5,ask_depth_up_5,bid_depth_down_5,ask_depth_down_5,level_count_bid_up,level_count_ask_up,level_count_bid_down,level_count_ask_down,target_price,final_price,trade_count_1s,trade_volume_1s
2026-04-24T16:18:05+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.00,1.10,98.90,1.00,5702.19,286.91,296.75,5747.24,98.95,1.05,0.10,0.10,9448.32,5261.74,5261.74,9488.32,114,8,8,114,,77858.20,,
2026-04-24T16:18:07+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.00,1.10,98.90,1.00,5690.15,260.00,260.00,5706.28,98.95,1.05,0.10,0.10,9448.32,5261.74,5680.56,9448.32,115,8,8,114,,77854.08,,
2026-04-24T16:18:09+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,98.90,1.20,98.00,1.10,85.00,246.86,598.24,82.99,98.45,1.15,0.90,0.10,9443.32,5680.56,5680.56,9448.32,111,9,9,110,,77845.43,,
2026-04-24T16:18:12+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.00,1.10,98.90,1.00,5369.54,259.81,259.81,5474.53,98.95,1.05,0.10,0.10,9484.32,5201.97,5201.97,9454.32,110,8,8,112,,77853.60,,
2026-04-24T16:18:14+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,98.90,1.20,98.80,1.00,43.48,205.00,205.00,4305.15,98.85,1.10,0.10,0.20,9484.32,5201.97,5201.97,9444.32,114,9,8,116,,77853.59,,
2026-04-24T16:18:17+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.00,1.10,98.90,1.00,3835.49,246.00,246.00,3830.49,98.95,1.05,0.10,0.10,9479.32,5501.97,5501.97,9434.32,119,10,10,119,,77856.97,,
2026-04-24T16:18:19+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.00,1.10,98.90,1.00,3815.87,161.09,161.09,3825.87,98.95,1.05,0.10,0.10,9489.32,5501.97,5501.97,9439.32,120,9,9,120,,77856.97,,
2026-04-24T16:18:27+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.00,1.10,98.90,1.00,3627.41,34.09,34.09,2320.41,98.95,1.05,0.10,0.10,9479.32,5790.09,5790.09,9439.32,116,10,10,115,,77863.90,,
2026-04-24T16:18:29+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.00,1.10,98.90,1.00,1913.64,139.09,196.09,1888.64,98.95,1.05,0.10,0.10,9484.32,4278.82,4278.82,9479.32,117,10,10,117,,77871.58,,
2026-04-24T16:18:31+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.00,1.10,98.90,1.00,1335.15,139.09,139.09,1371.05,98.95,1.05,0.10,0.10,9190.32,4278.82,4278.82,9180.32,117,10,10,117,,77866.97,,
2026-04-24T16:18:34+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.20,0.90,99.10,0.80,75.00,436.90,436.90,75.00,99.15,0.85,0.10,0.10,9180.32,4063.82,4063.82,9135.32,120,8,8,116,,77866.87,,
2026-04-24T16:18:36+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.30,0.80,99.10,0.70,83.86,5.00,419.88,83.86,99.20,0.75,0.20,0.10,9180.32,4188.82,4188.82,9150.32,120,7,7,120,,77857.36,,
2026-04-24T16:18:39+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.30,0.90,99.10,0.70,309.99,305.17,305.17,232.23,99.20,0.80,0.20,0.20,9155.32,4593.82,4593.82,9145.32,120,6,6,120,,77857.86,,
2026-04-24T16:18:41+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.00,0.90,98.90,0.70,21.00,10.00,219.00,232.23,98.95,0.80,0.10,0.20,9150.32,4438.82,4438.82,9145.32,121,8,7,120,,77857.86,,
2026-04-24T16:18:44+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.10,1.00,99.00,0.90,80.00,230.00,220.00,80.00,99.05,0.95,0.10,0.10,9190.32,4313.82,4313.82,9195.32,125,9,9,118,,77854.09,,
2026-04-24T16:18:46+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.10,1.00,99.00,0.90,5.00,263.00,275.00,5.00,99.05,0.95,0.10,0.10,8750.32,4463.82,4463.82,8745.32,119,9,9,119,,77860.52,,
2026-04-24T16:18:48+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.40,1.00,99.00,0.60,300.00,139.00,119.00,300.00,99.20,0.80,0.40,0.40,8730.32,4533.82,4608.82,8735.32,121,6,6,121,,77854.43,,
2026-04-24T16:18:51+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.30,0.90,99.20,0.70,300.00,2131.50,19.82,300.00,99.25,0.80,0.10,0.20,8765.32,4553.82,4553.82,8770.32,124,6,6,123,,77854.43,,
2026-04-24T16:18:53+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.30,0.80,99.20,0.70,267.99,170.42,170.42,257.91,99.25,0.75,0.10,0.10,8765.32,4553.82,4553.82,8775.32,123,6,6,123,,77854.42,,
2026-04-24T16:18:56+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.30,0.90,99.10,0.70,300.00,1278.50,1278.50,300.00,99.20,0.80,0.20,0.20,8770.32,4929.72,4929.72,8725.32,121,5,5,121,,77854.42,,
2026-04-24T16:18:58+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.60,0.70,99.30,0.40,8.99,114.62,114.62,8.99,99.45,0.55,0.30,0.30,8770.32,4098.87,4098.87,8765.32,121,4,4,121,,77855.60,,
2026-04-24T16:19:00+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.40,0.70,99.30,0.60,305.00,144.91,150.00,303.50,99.35,0.65,0.10,0.10,8590.32,4594.61,4594.61,8595.32,111,6,6,110,,77860.52,,
2026-04-24T16:19:03+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.70,0.90,99.30,0.40,1119.73,575.00,116.17,75.00,99.50,0.65,0.40,0.50,8250.32,4769.62,4763.60,8250.32,109,3,4,107,,77876.98,,
2026-04-24T16:19:05+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.70,0.60,99.30,0.30,1113.71,375.00,150.00,1033.70,99.50,0.45,0.40,0.30,8245.32,4758.60,4753.59,8205.32,107,3,3,107,,77884.55,,
2026-04-24T16:19:08+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.70,0.40,99.60,0.30,1058.25,406.76,300.00,1053.24,99.65,0.35,0.10,0.10,8255.32,4568.20,4638.19,8260.32,109,3,3,109,,77893.02,,
2026-04-24T16:19:10+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.80,0.30,99.70,0.20,129.92,113.02,113.02,129.92,99.75,0.25,0.10,0.10,8205.32,279.92,279.92,8210.32,109,2,2,109,,77883.61,,
2026-04-24T16:19:12+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.90,0.40,99.80,0.10,50.03,121.53,293.07,134.02,99.85,0.25,0.10,0.30,8215.32,50.03,134.02,8210.32,112,1,1,109,,77888.17,,
2026-04-24T16:19:15+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.90,0.40,99.60,0.10,141.56,75.00,75.00,141.56,99.75,0.25,0.30,0.30,8215.32,141.56,141.56,8245.32,111,1,1,111,,77890.17,,
2026-04-24T16:19:17+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.80,0.50,99.50,0.20,75.00,1357.22,1357.22,70.00,99.65,0.35,0.30,0.30,8220.32,190.82,185.82,8220.32,109,2,2,109,,77880.33,,
2026-04-24T16:19:20+08:00,btc-updown-5m-1777018500,https://polymarket.com/zh/event/btc-updown-5m-1777018500,16:15-16:20,99.90,0.40,99.60,0.10,150.00,250.00,250.00,150.00,99.75,0.25,0.30,0.30,8205.32,150.00,150.00,8205.32,110,1,1,110,,77877.80,,
