ts_iso,slug,market_url,window_text,buy_up_cents,buy_down_cents,sell_up_cents,sell_down_cents,buy_up_size,buy_down_size,sell_up_size,sell_down_size,mid_up_cents,mid_down_cents,spread_up_cents,spread_down_cents,bid_depth_up_5,ask_depth_up_5,bid_depth_down_5,ask_depth_down_5,level_count_bid_up,level_count_ask_up,level_count_bid_down,level_count_ask_down,target_price,final_price,trade_count_1s,trade_volume_1s
2026-06-05T08:57:32+08:00,btc-updown-5m-1780620900,https://polymarket.com/zh/event/btc-updown-5m-1780620900,08:55-09:00,22.00,79.00,21.00,78.00,806.61,58.24,58.24,766.61,21.50,78.50,1.00,1.00,24265.56,29509.62,29514.62,24265.56,21,78,78,21,,63388.00,,
2026-06-05T08:57:34+08:00,btc-updown-5m-1780620900,https://polymarket.com/zh/event/btc-updown-5m-1780620900,08:55-09:00,22.00,79.00,21.00,78.00,462.78,262.73,262.73,450.23,21.50,78.50,1.00,1.00,24215.56,29504.61,29519.62,24325.56,21,78,78,21,,63380.00,,
2026-06-05T08:57:36+08:00,btc-updown-5m-1780620900,https://polymarket.com/zh/event/btc-updown-5m-1780620900,08:55-09:00,22.00,79.00,21.00,78.00,649.38,3.75,8.75,655.38,21.50,78.50,1.00,1.00,24685.56,29520.61,29499.61,24715.56,21,78,78,21,,63379.90,,
2026-06-05T08:57:38+08:00,btc-updown-5m-1780620900,https://polymarket.com/zh/event/btc-updown-5m-1780620900,08:55-09:00,21.00,80.00,20.00,79.00,539.28,272.91,267.84,506.28,20.50,79.50,1.00,1.00,24907.56,29524.61,29514.61,24832.56,20,79,79,20,,63381.81,,
2026-06-05T08:57:40+08:00,btc-updown-5m-1780620900,https://polymarket.com/zh/event/btc-updown-5m-1780620900,08:55-09:00,21.00,80.00,20.00,79.00,60.00,660.82,590.88,54.02,20.50,79.50,1.00,1.00,24867.89,29544.64,29519.61,24798.89,20,74,79,20,,63381.23,,
2026-06-05T08:57:42+08:00,btc-updown-5m-1780620900,https://polymarket.com/zh/event/btc-updown-5m-1780620900,08:55-09:00,23.00,78.00,22.00,77.00,239.40,481.87,505.87,274.40,22.50,77.50,1.00,1.00,24859.89,29509.61,29509.61,25035.89,22,77,77,22,,63382.16,,
2026-06-05T08:57:44+08:00,btc-updown-5m-1780620900,https://polymarket.com/zh/event/btc-updown-5m-1780620900,08:55-09:00,22.00,79.00,21.00,78.00,246.50,347.59,433.06,352.79,21.50,78.50,1.00,1.00,25399.89,29524.61,29504.61,25585.89,21,78,78,21,,63379.56,,
2026-06-05T08:57:46+08:00,btc-updown-5m-1780620900,https://polymarket.com/zh/event/btc-updown-5m-1780620900,08:55-09:00,22.00,79.00,21.00,78.00,443.95,610.33,581.33,369.95,21.50,78.50,1.00,1.00,25600.89,29499.61,29519.61,25540.89,21,78,78,21,,63379.55,,
2026-06-05T08:57:48+08:00,btc-updown-5m-1780620900,https://polymarket.com/zh/event/btc-updown-5m-1780620900,08:55-09:00,18.00,83.00,17.00,82.00,259.91,223.95,124.27,406.93,17.50,82.50,1.00,1.00,24732.89,29529.74,29529.63,24893.89,17,82,82,17,,63372.62,,
2026-06-05T08:57:50+08:00,btc-updown-5m-1780620900,https://polymarket.com/zh/event/btc-updown-5m-1780620900,08:55-09:00,18.00,83.00,17.00,82.00,498.58,178.67,342.16,525.57,17.50,82.50,1.00,1.00,26685.04,29519.61,29514.61,26620.04,17,82,82,17,,63367.36,,
2026-06-05T08:57:52+08:00,btc-updown-5m-1780620900,https://polymarket.com/zh/event/btc-updown-5m-1780620900,08:55-09:00,16.00,85.00,15.00,84.00,660.49,131.70,141.32,680.49,15.50,84.50,1.00,1.00,26087.74,29249.61,29254.61,25986.74,15,84,84,15,,63367.33,,
2026-06-05T08:57:54+08:00,btc-updown-5m-1780620900,https://polymarket.com/zh/event/btc-updown-5m-1780620900,08:55-09:00,15.00,86.00,14.00,85.00,468.28,135.85,135.85,394.74,14.50,85.50,1.00,1.00,25671.54,29259.62,29249.61,25681.54,14,85,85,14,,63360.70,,
2026-06-05T08:57:56+08:00,btc-updown-5m-1780620900,https://polymarket.com/zh/event/btc-updown-5m-1780620900,08:55-09:00,14.00,87.00,13.00,86.00,485.83,66.00,15.00,528.20,13.50,86.50,1.00,1.00,24336.84,29274.62,29279.63,25681.54,13,86,86,13,,63360.07,,
2026-06-05T08:57:58+08:00,btc-updown-5m-1780620900,https://polymarket.com/zh/event/btc-updown-5m-1780620900,08:55-09:00,13.00,88.00,12.00,87.00,431.27,134.67,231.79,509.75,12.50,87.50,1.00,1.00,25711.54,29274.61,29269.62,25923.45,12,87,87,12,,63361.55,,
