ts_iso,slug,market_url,window_text,buy_up_cents,buy_down_cents,sell_up_cents,sell_down_cents,buy_up_size,buy_down_size,sell_up_size,sell_down_size,mid_up_cents,mid_down_cents,spread_up_cents,spread_down_cents,bid_depth_up_5,ask_depth_up_5,bid_depth_down_5,ask_depth_down_5,level_count_bid_up,level_count_ask_up,level_count_bid_down,level_count_ask_down,target_price,final_price,trade_count_1s,trade_volume_1s
2026-07-05T05:10:44+08:00,btc-updown-5m-1783199400,https://polymarket.com/zh/event/btc-updown-5m-1783199400,05:10-05:15,58.00,43.00,57.00,42.00,76.31,467.95,460.19,67.68,57.50,42.50,1.00,1.00,21215.40,22112.93,22102.93,20715.40,57,42,42,57,,63166.13,,
2026-07-05T05:10:46+08:00,btc-updown-5m-1783199400,https://polymarket.com/zh/event/btc-updown-5m-1783199400,05:10-05:15,58.00,43.00,57.00,42.00,582.76,12.67,7.67,582.76,57.50,42.50,1.00,1.00,23215.41,22107.93,22117.93,22730.41,57,42,42,57,,63166.13,,
2026-07-05T05:10:48+08:00,btc-updown-5m-1783199400,https://polymarket.com/zh/event/btc-updown-5m-1783199400,05:10-05:15,57.00,44.00,56.00,43.00,40.06,641.71,641.71,40.06,56.50,43.50,1.00,1.00,23331.40,22112.93,22102.93,22726.41,56,43,43,56,,63166.13,,
2026-07-05T05:10:50+08:00,btc-updown-5m-1783199400,https://polymarket.com/zh/event/btc-updown-5m-1783199400,05:10-05:15,57.00,44.00,56.00,43.00,414.49,26.00,26.00,410.98,56.50,43.50,1.00,1.00,22741.40,22117.93,22107.93,22721.40,56,43,43,56,,63166.13,,
2026-07-05T05:10:52+08:00,btc-updown-5m-1783199400,https://polymarket.com/zh/event/btc-updown-5m-1783199400,05:10-05:15,58.00,43.00,57.00,42.00,85.40,52.50,229.08,371.05,57.50,42.50,1.00,1.00,23431.41,22122.93,22102.93,22226.40,57,42,42,57,,63166.13,,
2026-07-05T05:10:54+08:00,btc-updown-5m-1783199400,https://polymarket.com/zh/event/btc-updown-5m-1783199400,05:10-05:15,57.00,44.00,56.00,43.00,447.30,131.55,131.55,446.86,56.50,43.50,1.00,1.00,22826.40,22112.93,22102.93,22726.40,56,43,43,56,,63166.13,,
2026-07-05T05:10:56+08:00,btc-updown-5m-1783199400,https://polymarket.com/zh/event/btc-updown-5m-1783199400,05:10-05:15,57.00,44.00,56.00,43.00,47.23,499.84,500.92,47.23,56.50,43.50,1.00,1.00,22716.40,22107.93,22107.93,22846.40,56,43,43,56,,63166.13,,
2026-07-05T05:10:58+08:00,btc-updown-5m-1783199400,https://polymarket.com/zh/event/btc-updown-5m-1783199400,05:10-05:15,57.00,44.00,56.00,43.00,81.74,515.06,515.16,31.74,56.50,43.50,1.00,1.00,23231.41,22122.93,22102.93,23326.40,56,43,43,56,,63166.13,,
2026-07-05T05:11:00+08:00,btc-updown-5m-1783199400,https://polymarket.com/zh/event/btc-updown-5m-1783199400,05:10-05:15,57.00,44.00,56.00,43.00,761.92,35.99,35.99,760.16,56.50,43.50,1.00,1.00,30343.10,29134.63,29224.63,29943.10,56,43,43,56,,63166.13,,
2026-07-05T05:11:02+08:00,btc-updown-5m-1783199400,https://polymarket.com/zh/event/btc-updown-5m-1783199400,05:10-05:15,57.00,44.00,56.00,43.00,406.64,108.82,108.82,438.55,56.50,43.50,1.00,1.00,29920.10,29216.63,29206.63,29320.11,56,43,43,56,,63166.13,,
2026-07-05T05:11:04+08:00,btc-updown-5m-1783199400,https://polymarket.com/zh/event/btc-updown-5m-1783199400,05:10-05:15,56.00,45.00,55.00,44.00,29.01,555.21,555.21,24.01,55.50,44.50,1.00,1.00,29925.11,29201.63,29211.63,30030.10,55,44,44,55,,63166.13,,
2026-07-05T05:11:06+08:00,btc-updown-5m-1783199400,https://polymarket.com/zh/event/btc-updown-5m-1783199400,05:10-05:15,57.00,44.00,56.00,43.00,31.39,437.52,447.52,29.61,56.50,43.50,1.00,1.00,30280.10,29061.63,29056.63,29775.10,56,43,43,56,,63166.13,,
2026-07-05T05:11:08+08:00,btc-updown-5m-1783199400,https://polymarket.com/zh/event/btc-updown-5m-1783199400,05:10-05:15,57.00,44.00,56.00,43.00,41.39,219.46,214.46,32.61,56.50,43.50,1.00,1.00,29581.11,28884.62,28904.62,30191.10,56,43,43,56,,63166.14,,
2026-07-05T05:11:10+08:00,btc-updown-5m-1783199400,https://polymarket.com/zh/event/btc-updown-5m-1783199400,05:10-05:15,57.00,44.00,56.00,43.00,54.58,145.22,189.00,108.98,56.50,43.50,1.00,1.00,27636.10,28834.62,28824.62,28116.10,56,43,43,56,,63166.13,,
2026-07-05T05:11:12+08:00,btc-updown-5m-1783199400,https://polymarket.com/zh/event/btc-updown-5m-1783199400,05:10-05:15,55.00,46.00,54.00,45.00,38.51,367.13,375.00,28.71,54.50,45.50,1.00,1.00,27307.40,28525.92,28505.92,27307.40,54,45,45,54,,63166.13,,
2026-07-05T05:11:14+08:00,btc-updown-5m-1783199400,https://polymarket.com/zh/event/btc-updown-5m-1783199400,05:10-05:15,56.00,45.00,55.00,44.00,463.81,5.00,5.00,544.18,55.50,44.50,1.00,1.00,27302.41,28715.92,28715.92,27417.40,55,44,44,55,,63166.13,,
2026-07-05T05:11:16+08:00,btc-updown-5m-1783199400,https://polymarket.com/zh/event/btc-updown-5m-1783199400,05:10-05:15,55.00,46.00,54.00,45.00,70.00,92.66,156.39,176.17,54.50,45.50,1.00,1.00,27197.40,28720.92,28730.92,27297.40,54,45,45,54,,63166.62,,
2026-07-05T05:11:18+08:00,btc-updown-5m-1783199400,https://polymarket.com/zh/event/btc-updown-5m-1783199400,05:10-05:15,55.00,46.00,54.00,45.00,522.49,25.86,8.04,532.48,54.50,45.50,1.00,1.00,27644.40,28752.92,28647.92,26629.40,54,45,45,54,,63166.61,,
2026-07-05T05:11:20+08:00,btc-updown-5m-1783199400,https://polymarket.com/zh/event/btc-updown-5m-1783199400,05:10-05:15,54.00,47.00,53.00,46.00,846.93,129.45,149.45,911.93,53.50,46.50,1.00,1.00,27044.40,28648.92,28643.92,26524.40,53,46,46,53,,63166.62,,
2026-07-05T05:11:21+08:00,btc-updown-5m-1783199400,https://polymarket.com/zh/event/btc-updown-5m-1783199400,05:10-05:15,54.00,47.00,53.00,46.00,745.26,17.67,17.67,740.26,53.50,46.50,1.00,1.00,27539.40,28753.92,28738.92,27034.41,53,46,46,53,,63166.61,,
